Datetime,Open,High,Low,Close,% Change,Volume
2022-02-03 14:30:00,301.17,303.03,298.71,300.29,-0.29%,9983424
2022-02-03 15:30:00,300.29,300.32,295.63,297.2,-1.03%,6827643
2022-02-04 09:30:00,298.92,304.28,293.81,302.61,1.23%,0
2022-02-04 10:30:00,302.9,304.03,297.54,300.26,-0.87%,0
2022-02-04 11:30:00,300.2,303.11,300.2,302.34,0.71%,0
2022-02-04 12:30:00,302.53,309.66,302.27,308.72,2.04%,0
2022-02-04 13:30:00,308.86,309.96,307.1,308.73,-0.04%,0
2022-02-04 14:30:00,308.77,312.16,308.51,310.27,0.49%,0
2022-02-04 15:30:00,310.7,311.83,307.66,307.77,-0.94%,0
2022-02-07 09:30:00,307.93,315.92,306.11,309.07,0.37%,20316039
2022-02-07 10:30:00,309.27,309.89,305.04,306.33,-0.95%,9183990
2022-02-07 11:30:00,306.08,306.44,302.46,303.6,-0.81%,7863186
2022-02-07 12:30:00,303.51,307.08,302.84,306.37,0.94%,5688447
2022-02-07 13:30:00,306.43,306.66,303.75,306.38,-0.02%,4123071
2022-02-07 14:30:00,306.5,308.86,305.12,305.49,-0.33%,6161361
2022-02-07 15:30:00,305.45,305.98,300.9,302.45,-0.98%,6132183
2022-02-08 09:30:00,301.84,304.67,298.33,300.65,-0.40%,14821146
2022-02-08 10:30:00,300.64,306.57,299.64,305.21,1.52%,8360319
2022-02-08 11:30:00,305.26,307.3,304.83,306.34,0.35%,5428467
2022-02-08 12:30:00,306.52,308.44,306.35,307.57,0.34%,4973706
2022-02-08 13:30:00,307.62,308.76,305.0,305.3,-0.76%,5086542
2022-02-08 14:30:00,305.27,308.03,304.93,307.13,0.61%,5439123
2022-02-08 15:30:00,307.09,308.37,305.69,307.22,0.04%,4686672
2022-02-09 09:30:00,311.67,314.72,306.67,309.21,-0.79%,19219710
2022-02-09 10:30:00,309.3,311.7,307.6,310.78,0.48%,7436931
2022-02-09 11:30:00,310.92,311.58,308.77,309.8,-0.36%,4512258
2022-02-09 12:30:00,309.84,313.03,309.32,312.2,0.76%,5033115
2022-02-09 13:30:00,312.08,312.53,310.95,311.6,-0.15%,3763173
2022-02-09 14:30:00,311.59,311.6,308.98,310.97,-0.20%,4338588
2022-02-09 15:30:00,311.02,312.0,310.05,310.66,-0.11%,5200446
2022-02-10 09:30:00,302.79,311.64,301.99,311.55,2.89%,18303144
2022-02-10 10:30:00,311.66,314.6,310.04,310.87,-0.25%,11323599
2022-02-10 11:30:00,310.79,312.06,309.03,311.04,0.08%,5435895
2022-02-10 12:30:00,311.07,311.7,305.01,305.01,-1.95%,7051614
2022-02-10 13:30:00,305.01,307.23,302.93,304.47,-0.18%,7638540
2022-02-10 14:30:00,304.62,306.5,302.02,302.52,-0.69%,6336081
2022-02-10 15:30:00,302.37,302.58,298.9,301.52,-0.28%,7261437
2022-02-11 09:30:00,303.7,305.32,295.84,297.43,-2.06%,20169963
2022-02-11 10:30:00,297.39,299.46,294.29,295.44,-0.66%,10065474
2022-02-11 11:30:00,295.33,297.49,294.03,296.7,0.46%,7085379
2022-02-11 12:30:00,296.84,297.37,293.67,293.73,-1.05%,4845405
2022-02-11 13:30:00,293.78,293.86,287.43,287.67,-2.08%,13740291
2022-02-11 14:30:00,287.74,288.68,284.0,285.91,-0.64%,12554643
2022-02-11 15:30:00,285.75,288.67,283.57,286.44,0.24%,8533188
2022-02-14 09:30:00,287.19,292.99,284.38,291.86,1.63%,20247228
2022-02-14 10:30:00,291.9,299.63,290.4,298.85,2.38%,11789301
2022-02-14 11:30:00,298.85,299.02,295.89,297.47,-0.46%,6139596
2022-02-14 12:30:00,297.49,298.48,293.39,293.56,-1.32%,4985499
2022-02-14 13:30:00,293.52,293.64,286.35,290.34,-1.08%,9753048
2022-02-14 14:30:00,290.15,292.0,288.27,290.97,0.28%,7760994
2022-02-14 15:30:00,290.97,292.83,289.67,291.93,0.33%,4975041
2022-02-15 09:30:00,300.0,306.65,298.16,305.86,1.95%,0
2022-02-15 10:30:00,305.95,307.23,304.83,305.5,-0.15%,0
2022-02-15 11:30:00,305.61,306.85,303.87,304.61,-0.33%,0
2022-02-15 12:30:00,304.5,306.39,302.85,306.03,0.50%,186108
2022-02-15 13:30:00,306.18,306.32,304.65,305.88,-0.10%,0
2022-02-15 14:30:00,305.93,306.56,304.41,305.65,-0.09%,0
2022-02-15 15:30:00,305.69,307.6,304.4,307.38,0.56%,0
2022-02-16 09:30:00,304.68,305.89,300.99,302.63,-0.67%,13360332
2022-02-16 10:30:00,302.64,305.47,302.26,303.27,0.21%,5888037
2022-02-16 11:30:00,303.21,304.96,302.8,303.53,0.11%,3283050
2022-02-16 12:30:00,303.5,303.52,301.05,301.74,-0.58%,3970041
2022-02-16 13:30:00,301.76,307.35,300.4,307.04,1.75%,7087059
2022-02-16 14:30:00,307.12,308.75,305.48,308.59,0.48%,10167711
2022-02-16 15:30:00,308.6,308.81,306.83,307.75,-0.27%,4246911
2022-02-17 09:30:00,304.42,306.17,299.21,299.38,-1.66%,12793299
2022-02-17 10:30:00,299.31,299.92,295.62,299.01,-0.10%,10103682
2022-02-17 11:30:00,298.97,299.02,295.7,297.22,-0.58%,5875020
2022-02-17 12:30:00,297.15,298.12,293.51,294.43,-0.91%,6142548
2022-02-17 13:30:00,294.35,294.94,292.0,293.3,-0.36%,5707527
2022-02-17 14:30:00,293.21,293.92,292.17,292.64,-0.19%,5649039
2022-02-17 15:30:00,292.58,293.5,291.37,292.14,-0.15%,6301530
2022-02-18 09:30:00,295.33,295.37,285.36,285.51,-3.33%,674115
2022-02-18 10:30:00,285.55,286.0,280.9,282.79,-0.96%,0
2022-02-18 11:30:00,282.81,284.54,281.67,283.32,0.18%,147831
2022-02-18 12:30:00,283.37,283.68,279.24,280.34,-1.07%,0
2022-02-18 13:30:00,280.28,285.95,280.09,285.74,1.95%,0
2022-02-18 14:30:00,285.67,287.56,284.12,285.0,-0.23%,0
2022-02-18 15:30:00,284.77,285.99,283.54,285.66,0.31%,2098077
2022-02-22 09:30:00,278.04,285.58,275.72,285.14,2.55%,19160235
2022-02-22 10:30:00,285.02,285.13,272.67,273.03,-4.21%,10927293
2022-02-22 11:30:00,272.95,274.83,267.59,269.39,-1.31%,13125468
2022-02-22 12:30:00,269.4,271.51,268.13,269.17,-0.08%,7122162
2022-02-22 13:30:00,269.22,270.99,267.03,270.66,0.53%,10362969
2022-02-22 14:30:00,270.68,277.33,268.75,274.49,1.41%,13516950
2022-02-22 15:30:00,274.35,275.25,272.46,273.87,-0.17%,5842119
2022-02-23 09:30:00,277.52,278.42,265.09,267.34,-3.67%,24488688
2022-02-23 10:30:00,267.25,269.33,261.93,262.38,-1.82%,15548238
2022-02-23 11:30:00,262.5,266.9,261.77,265.82,1.27%,10582881
2022-02-23 12:30:00,265.88,266.0,260.01,260.11,-2.17%,7705833
2022-02-23 13:30:00,260.17,263.29,258.42,258.7,-0.56%,9394128
2022-02-23 14:30:00,258.72,259.06,255.03,257.49,-0.48%,13052268
2022-02-23 15:30:00,257.46,258.03,253.52,254.66,-1.08%,9924006
2022-02-24 09:30:00,233.46,258.23,233.33,252.01,7.94%,55810185
2022-02-24 10:30:00,251.88,257.28,250.34,253.71,0.73%,17085888
2022-02-24 11:30:00,253.81,256.92,250.16,251.74,-0.82%,11875080
2022-02-24 12:30:00,251.73,254.31,250.17,252.1,0.15%,7772916
2022-02-24 13:30:00,252.25,259.0,251.8,255.54,1.30%,15159429
2022-02-24 14:30:00,255.62,263.0,255.53,261.66,2.36%,12460053
2022-02-24 15:30:00,261.66,267.49,261.61,266.85,1.98%,11090595
2022-02-25 09:30:00,269.74,273.17,260.8,265.23,-1.67%,27436671
2022-02-25 10:30:00,265.38,269.47,262.67,268.51,1.18%,11941263
2022-02-25 11:30:00,268.46,271.61,267.7,268.53,0.03%,8895882
2022-02-25 12:30:00,268.55,269.8,264.83,267.09,-0.54%,6866169
2022-02-25 13:30:00,267.11,269.13,265.87,268.63,0.57%,6267612
2022-02-25 14:30:00,268.65,269.32,266.42,268.12,-0.20%,5755188
2022-02-25 15:30:00,268.15,270.21,267.52,269.94,0.67%,5576295
2022-02-28 09:30:00,271.67,284.67,271.57,284.01,4.54%,25980339
2022-02-28 10:30:00,284.0,290.4,283.84,289.48,1.93%,18136215
2022-02-28 11:30:00,289.51,292.29,287.09,288.33,-0.41%,12981861
2022-02-28 12:30:00,288.31,290.47,284.18,289.3,0.34%,11910069
2022-02-28 13:30:00,289.26,290.33,285.09,285.83,-1.19%,7565793
2022-02-28 14:30:00,285.98,288.98,284.08,287.86,0.66%,7925664
2022-02-28 15:30:00,287.8,290.67,285.2,290.33,0.88%,7951956
2022-03-01 09:30:00,289.85,296.0,285.57,294.38,1.56%,24344580
2022-03-01 10:30:00,294.55,296.63,288.77,289.17,-1.83%,12842934
2022-03-01 11:30:00,289.09,289.15,285.88,288.7,-0.13%,9570261
2022-03-01 12:30:00,288.64,290.8,287.0,287.17,-0.51%,6637419
2022-03-01 13:30:00,287.21,289.32,286.25,288.68,0.51%,5123649
2022-03-01 14:30:00,288.51,290.75,287.54,287.89,-0.21%,6802611
2022-03-01 15:30:00,287.92,288.33,284.6,288.16,0.08%,6301764
2022-03-02 09:30:00,290.71,295.28,282.38,286.58,-1.42%,21855906
2022-03-02 10:30:00,286.18,287.76,281.42,285.65,-0.19%,12827718
2022-03-02 11:30:00,285.74,287.33,282.58,283.01,-0.96%,7032231
2022-03-02 12:30:00,283.1,288.99,282.15,287.91,1.70%,7325115
2022-03-02 13:30:00,288.0,291.63,286.76,289.83,0.64%,7983615
2022-03-02 14:30:00,289.85,292.25,289.1,291.74,0.65%,6834426
2022-03-02 15:30:00,291.8,294.51,291.8,293.3,0.51%,8264412
2022-03-03 09:30:00,292.77,295.48,286.87,287.64,-1.75%,15553977
2022-03-03 10:30:00,287.51,288.79,282.93,285.48,-0.70%,10738449
2022-03-03 11:30:00,285.4,287.22,283.89,284.08,-0.46%,5536866
2022-03-03 12:30:00,284.1,288.2,283.84,285.61,0.53%,5947008
2022-03-03 13:30:00,285.68,285.77,282.96,284.05,-0.57%,5401497
2022-03-03 14:30:00,284.04,284.2,279.67,280.88,-1.11%,7726371
2022-03-03 15:30:00,280.88,280.88,277.53,279.76,-0.40%,6931731
2022-03-04 09:30:00,283.0,285.22,278.52,281.03,-0.70%,19881762
2022-03-04 10:30:00,280.85,281.93,275.05,277.55,-1.17%,10359744
2022-03-04 11:30:00,277.29,281.55,276.01,279.38,0.75%,7752261
2022-03-04 12:30:00,279.34,282.7,278.17,282.45,1.11%,6905040
2022-03-04 13:30:00,282.5,283.9,278.76,280.3,-0.78%,6944019
2022-03-04 14:30:00,280.08,281.32,276.69,277.77,-0.83%,7281168
2022-03-04 15:30:00,277.77,279.88,276.04,279.52,0.63%,5664846
2022-03-07 09:30:00,285.43,288.15,279.02,279.1,-2.22%,21861963
2022-03-07 10:30:00,279.07,280.93,275.03,279.74,0.24%,11409246
2022-03-07 11:30:00,279.79,280.08,275.73,276.62,-1.13%,7885170
2022-03-07 12:30:00,276.51,279.5,272.38,272.79,-1.34%,7190334
2022-03-07 13:30:00,272.68,274.08,270.71,272.44,-0.09%,6127635
2022-03-07 14:30:00,272.41,272.66,268.52,270.46,-0.72%,7406256
2022-03-07 15:30:00,270.24,270.8,268.19,268.19,-0.76%,6241968
2022-03-08 09:30:00,265.15,271.55,260.72,268.86,1.40%,22147386
2022-03-08 10:30:00,268.83,274.88,266.54,271.25,0.90%,10866870
2022-03-08 11:30:00,271.41,281.26,269.0,279.43,2.96%,12443214
2022-03-08 12:30:00,279.67,283.33,277.96,279.28,-0.14%,9739824
2022-03-08 13:30:00,279.03,280.14,274.54,278.06,-0.35%,9278130
2022-03-08 14:30:00,277.82,281.33,276.22,276.68,-0.41%,7415400
2022-03-08 15:30:00,276.58,277.32,274.33,274.8,-0.64%,5493408
2022-03-09 09:30:00,279.83,284.57,277.45,284.25,1.58%,21610671
2022-03-09 10:30:00,284.32,285.94,283.03,284.38,0.02%,8853096
2022-03-09 11:30:00,284.42,285.37,282.15,283.26,-0.41%,5354370
2022-03-09 12:30:00,283.24,285.23,282.44,284.28,0.37%,4086906
2022-03-09 13:30:00,284.27,285.25,282.77,284.2,-0.02%,3590667
2022-03-09 14:30:00,284.27,286.85,284.19,286.31,0.72%,6697068
2022-03-09 15:30:00,286.42,286.84,284.83,286.31,-0.04%,5555253
2022-03-10 09:30:00,283.82,284.82,276.83,278.28,-1.95%,16372269
2022-03-10 10:30:00,278.23,278.66,272.13,272.72,-1.98%,9171306
2022-03-10 11:30:00,272.89,275.39,272.78,274.24,0.49%,5668680
2022-03-10 12:30:00,274.25,274.29,270.12,271.35,-1.06%,6393345
2022-03-10 13:30:00,271.31,277.06,270.34,276.67,1.98%,7229889
2022-03-10 14:30:00,276.77,278.83,276.18,278.04,0.46%,6894906
2022-03-10 15:30:00,278.31,279.93,277.35,279.43,0.40%,4883232
2022-03-11 09:30:00,280.07,281.27,271.47,272.57,-2.68%,16109757
2022-03-11 10:30:00,272.5,273.98,267.96,268.02,-1.65%,10615398
2022-03-11 11:30:00,267.97,269.16,265.88,265.92,-0.77%,11392389
2022-03-11 12:30:00,265.91,269.05,265.74,268.53,0.99%,6592863
2022-03-11 13:30:00,268.55,268.76,264.59,266.88,-0.62%,7129956
2022-03-11 14:30:00,266.84,267.23,264.87,265.05,-0.67%,6402690
2022-03-11 15:30:00,265.0,266.26,264.6,265.12,0.04%,6123669
2022-03-14 09:30:00,260.2,266.9,252.09,263.03,1.09%,25131519
2022-03-14 10:30:00,263.04,264.53,258.95,260.0,-1.16%,9505704
2022-03-14 11:30:00,259.89,260.36,256.24,257.94,-0.75%,7271379
2022-03-14 12:30:00,257.8,258.3,253.04,253.35,-1.73%,7117407
2022-03-14 13:30:00,253.48,256.78,252.01,254.37,0.35%,6570648
2022-03-14 14:30:00,254.4,256.48,253.19,254.84,0.17%,6164484
2022-03-14 15:30:00,254.8,256.71,252.69,255.34,0.21%,6136560
2022-03-15 09:30:00,258.42,261.28,252.19,261.07,1.02%,19187313
2022-03-15 10:30:00,261.09,266.38,261.08,266.29,1.99%,11991177
2022-03-15 11:30:00,266.27,267.0,261.7,264.22,-0.77%,8378160
2022-03-15 12:30:00,264.25,264.51,261.98,262.73,-0.58%,5090199
2022-03-15 13:30:00,262.73,265.67,262.5,264.58,0.70%,4802406
2022-03-15 14:30:00,264.52,267.99,264.18,267.0,0.94%,8015193
2022-03-15 15:30:00,267.07,268.52,266.84,267.19,0.04%,6027837
2022-03-16 09:30:00,269.67,279.56,268.0,278.51,3.28%,22916973
2022-03-16 10:30:00,278.55,280.29,276.77,278.92,0.13%,10242633
2022-03-16 11:30:00,278.96,279.58,277.48,278.07,-0.32%,5408883
2022-03-16 12:30:00,278.06,278.72,272.56,274.52,-1.27%,8335677
2022-03-16 13:30:00,274.44,277.2,269.72,270.03,-1.61%,10355487
2022-03-16 14:30:00,269.96,279.33,267.42,278.76,3.26%,14729631
2022-03-16 15:30:00,278.83,280.67,277.18,280.08,0.45%,11046576
2022-03-17 09:30:00,277.0,284.91,275.24,283.54,2.36%,18658668
2022-03-17 10:30:00,283.62,283.82,278.67,282.83,-0.28%,8824197
2022-03-17 11:30:00,282.7,285.88,281.8,285.39,0.95%,6353124
2022-03-17 12:30:00,285.49,288.53,284.7,287.83,0.82%,6912483
2022-03-17 13:30:00,287.92,290.85,287.79,289.4,0.51%,7941597
2022-03-17 14:30:00,289.44,291.67,289.05,289.83,0.14%,7065954
2022-03-17 15:30:00,289.86,291.16,288.1,290.64,0.27%,6495258
2022-03-18 09:30:00,291.5,299.83,289.5,298.83,2.52%,25734138
2022-03-18 10:30:00,298.91,299.6,295.56,297.83,-0.36%,11529291
2022-03-18 11:30:00,297.83,300.33,297.55,299.24,0.47%,7564860
2022-03-18 12:30:00,299.27,301.28,298.52,299.95,0.23%,7845432
2022-03-18 13:30:00,299.9,300.33,297.34,298.94,-0.32%,7040355
2022-03-18 14:30:00,298.93,301.0,298.49,300.7,0.59%,8384805
2022-03-18 15:30:00,300.73,302.62,299.9,301.8,0.35%,11750949
2022-03-21 09:30:00,304.99,313.82,303.17,303.6,-0.46%,27227538
2022-03-21 10:30:00,303.6,310.81,303.2,310.12,2.15%,14300748
2022-03-21 11:30:00,310.16,310.93,307.17,308.87,-0.42%,7453392
2022-03-21 12:30:00,308.89,308.89,302.36,303.98,-1.59%,9947043
2022-03-21 13:30:00,303.91,308.65,303.83,308.49,1.51%,6617808
2022-03-21 14:30:00,308.46,309.31,305.68,308.05,-0.13%,6599106
2022-03-21 15:30:00,308.05,308.6,305.23,307.12,-0.30%,4978515
2022-03-22 09:30:00,310.0,313.59,307.26,313.01,0.97%,21172407
2022-03-22 10:30:00,312.98,315.69,311.38,315.35,0.75%,10678314
2022-03-22 11:30:00,315.3,316.23,312.73,313.51,-0.57%,7341477
2022-03-22 12:30:00,313.63,317.67,313.17,317.5,1.24%,8076363
2022-03-22 13:30:00,317.5,325.75,317.34,325.57,2.54%,16641519
2022-03-22 14:30:00,325.57,332.17,324.24,329.6,1.24%,23379705
2022-03-22 15:30:00,329.68,332.62,329.0,331.39,0.52%,14006781
2022-03-23 09:30:00,326.65,345.0,325.47,342.0,4.70%,43431702
2022-03-23 10:30:00,342.05,346.9,338.39,345.39,0.98%,17760645
2022-03-23 11:30:00,345.65,346.55,341.25,342.24,-0.99%,10811529
2022-03-23 12:30:00,342.33,342.88,330.87,332.71,-2.81%,15222678
2022-03-23 13:30:00,332.67,334.92,328.29,333.37,0.21%,13031148
2022-03-23 14:30:00,333.41,336.51,330.38,333.61,0.06%,11374794
2022-03-23 15:30:00,333.6,334.33,331.48,332.91,-0.21%,6658755
2022-03-24 09:30:00,336.58,340.96,329.6,331.06,-1.64%,24905217
2022-03-24 10:30:00,331.2,338.3,329.67,337.23,1.82%,12024207
2022-03-24 11:30:00,337.34,339.83,334.11,334.4,-0.87%,7573161
2022-03-24 12:30:00,334.31,337.1,333.85,335.72,0.42%,4770630
2022-03-24 13:30:00,335.82,337.67,334.67,336.23,0.12%,4628202
2022-03-24 14:30:00,336.15,339.47,335.34,338.3,0.64%,6119001
2022-03-24 15:30:00,338.33,338.79,336.84,337.91,-0.13%,5497530
2022-03-25 09:30:00,336.0,339.06,333.87,335.84,-0.05%,17153745
2022-03-25 10:30:00,335.92,340.6,332.44,333.79,-0.63%,12501540
2022-03-25 11:30:00,333.83,335.83,332.73,335.3,0.44%,7552068
2022-03-25 12:30:00,335.33,336.1,333.11,334.41,-0.27%,4984503
2022-03-25 13:30:00,334.34,336.96,334.15,335.53,0.36%,4511685
2022-03-25 14:30:00,335.5,336.82,333.04,333.16,-0.70%,6065787
2022-03-25 15:30:00,333.06,337.13,332.96,336.98,1.18%,6472818
2022-03-28 09:30:00,355.57,359.56,351.48,357.8,0.63%,0
2022-03-28 10:30:00,357.51,365.39,357.04,362.66,1.44%,0
2022-03-28 11:30:00,363.01,363.26,357.33,358.56,-1.22%,0
2022-03-28 12:30:00,358.6,364.25,358.35,363.51,1.37%,0
2022-03-28 13:30:00,363.53,364.48,361.63,364.21,0.19%,125157
2022-03-28 14:30:00,364.05,365.89,363.24,364.07,0.01%,0
2022-03-28 15:30:00,364.06,364.41,360.79,363.95,-0.03%,0
2022-03-29 09:30:00,369.0,371.58,357.72,361.86,-1.94%,0
2022-03-29 10:30:00,362.07,366.04,361.0,365.93,1.07%,0
2022-03-29 11:30:00,365.92,368.63,364.94,365.74,-0.05%,0
2022-03-29 12:30:00,365.85,366.57,363.89,364.67,-0.32%,3677343
2022-03-29 13:30:00,364.69,368.44,363.43,366.41,0.47%,6770976
2022-03-29 14:30:00,366.33,367.67,365.75,366.67,0.09%,5385507
2022-03-29 15:30:00,366.82,367.43,364.76,366.52,-0.08%,5135673
2022-03-30 09:30:00,363.72,370.82,361.66,370.26,1.80%,19010853
2022-03-30 10:30:00,370.13,371.32,365.44,366.09,-1.09%,9887382
2022-03-30 11:30:00,366.02,368.83,365.88,367.95,0.53%,4312173
2022-03-30 12:30:00,367.9,370.91,367.2,368.5,0.16%,4999608
2022-03-30 13:30:00,368.57,369.45,363.75,364.7,-1.05%,5693211
2022-03-30 14:30:00,364.77,366.17,361.5,362.57,-0.60%,7544427
2022-03-30 15:30:00,362.47,365.0,361.87,364.66,0.61%,6439023
2022-03-31 09:30:00,364.86,366.26,360.6,364.56,-0.08%,15327885
2022-03-31 10:30:00,364.67,367.71,363.69,365.25,0.16%,6857859
2022-03-31 11:30:00,365.15,366.4,363.74,364.66,-0.14%,3386808
2022-03-31 12:30:00,364.67,364.73,361.7,363.45,-0.34%,3810534
2022-03-31 13:30:00,363.43,364.66,362.35,363.67,0.06%,3889116
2022-03-31 14:30:00,363.69,365.04,361.84,362.41,-0.35%,4330704
2022-03-31 15:30:00,362.43,363.03,359.0,359.2,-0.89%,5483976
2022-04-01 09:30:00,360.38,362.23,355.58,361.29,0.25%,16547964
2022-04-01 10:30:00,361.3,364.92,360.81,362.12,0.23%,9213894
2022-04-01 11:30:00,362.0,362.75,359.0,360.74,-0.35%,5517126
2022-04-01 12:30:00,360.7,360.85,358.5,359.18,-0.42%,3773133
2022-04-01 13:30:00,359.0,361.67,358.89,361.14,0.60%,4308681
2022-04-01 14:30:00,361.18,361.88,357.83,358.55,-0.73%,4800441
2022-04-01 15:30:00,358.62,361.67,358.17,361.52,0.81%,6361128
2022-04-04 09:30:00,363.13,369.5,357.67,369.33,1.71%,23922174
2022-04-04 10:30:00,369.37,378.37,368.34,377.79,2.28%,17876847
2022-04-04 11:30:00,377.83,378.91,375.77,377.48,-0.09%,7567410
2022-04-04 12:30:00,377.53,381.46,376.71,381.4,1.02%,6050298
2022-04-04 13:30:00,381.35,382.68,379.83,382.07,0.19%,8657334
2022-04-04 14:30:00,382.05,383.3,380.22,380.34,-0.45%,7399977
2022-04-04 15:30:00,380.34,381.96,378.78,381.85,0.40%,7241154
2022-04-05 09:30:00,378.77,384.19,374.07,375.62,-0.83%,23641617
2022-04-05 10:30:00,375.62,376.33,370.32,372.0,-0.96%,13092888
2022-04-05 11:30:00,372.0,372.85,363.38,364.6,-1.99%,12882771
2022-04-05 12:30:00,364.6,369.02,363.36,367.65,0.83%,8620911
2022-04-05 13:30:00,367.45,368.58,365.0,367.67,0.06%,5515521
2022-04-05 14:30:00,367.73,369.59,362.78,363.64,-1.11%,7363002
2022-04-05 15:30:00,363.66,364.54,362.43,363.72,0.02%,5870724
2022-04-06 09:30:00,357.82,359.67,344.25,346.49,-3.17%,28547091
2022-04-06 10:30:00,346.48,349.63,345.24,347.52,0.30%,10773594
2022-04-06 11:30:00,347.55,348.96,343.33,344.37,-0.92%,7641042
2022-04-06 12:30:00,344.33,345.49,342.57,344.67,0.10%,6294066
2022-04-06 13:30:00,344.65,354.98,344.29,346.67,0.59%,15936462
2022-04-06 14:30:00,346.74,353.28,346.74,348.88,0.62%,11330940
2022-04-06 15:30:00,348.86,352.07,347.85,348.51,-0.10%,6363225
2022-04-07 09:30:00,350.8,358.51,348.84,354.93,1.18%,24007749
2022-04-07 10:30:00,354.95,355.82,345.39,346.14,-2.48%,11581539
2022-04-07 11:30:00,346.32,346.37,342.43,344.78,-0.45%,8398908
2022-04-07 12:30:00,344.81,348.11,340.51,347.58,0.80%,9004998
2022-04-07 13:30:00,347.67,351.13,344.56,349.16,0.43%,8741181
2022-04-07 14:30:00,349.01,354.52,348.77,352.35,0.96%,8677113
2022-04-07 15:30:00,352.42,355.32,352.08,352.34,-0.02%,6296076
2022-04-08 09:30:00,347.74,349.48,340.81,343.89,-1.11%,18378192
2022-04-08 10:30:00,344.08,347.39,341.18,344.8,0.21%,10555281
2022-04-08 11:30:00,344.84,348.01,343.7,347.81,0.86%,5950482
2022-04-08 12:30:00,347.73,348.0,344.11,344.3,-0.99%,4776342
2022-04-08 13:30:00,344.37,345.17,343.02,343.51,-0.25%,4321197
2022-04-08 14:30:00,343.55,345.82,343.37,344.54,0.29%,4465290
2022-04-08 15:30:00,344.57,345.05,341.69,341.83,-0.80%,4020012
2022-04-11 09:30:00,326.8,336.16,325.33,331.5,1.44%,23460762
2022-04-11 10:30:00,331.49,333.0,328.08,328.42,-0.93%,7762152
2022-04-11 11:30:00,328.28,330.83,327.37,328.06,-0.07%,5205756
2022-04-11 12:30:00,328.0,331.11,327.5,330.04,0.62%,5093997
2022-04-11 13:30:00,330.06,331.43,327.14,327.27,-0.85%,4300554
2022-04-11 14:30:00,327.16,330.46,326.67,326.94,-0.07%,4779621
2022-04-11 15:30:00,326.87,327.23,324.92,325.31,-0.48%,5268333
2022-04-12 09:30:00,332.55,340.4,330.89,336.67,1.24%,24456267
2022-04-12 10:30:00,336.66,338.0,329.4,333.6,-0.91%,10487349
2022-04-12 11:30:00,333.57,334.59,330.67,330.97,-0.78%,5812185
2022-04-12 12:30:00,330.89,335.04,330.5,332.85,0.59%,5814735
2022-04-12 13:30:00,333.01,333.67,327.49,327.74,-1.58%,6001215
2022-04-12 14:30:00,327.67,329.33,325.53,326.13,-0.47%,6075258
2022-04-12 15:30:00,326.17,329.88,325.81,328.98,0.86%,4683906
2022-04-13 09:30:00,327.03,332.46,324.37,331.03,1.22%,17094219
2022-04-13 10:30:00,331.16,336.3,329.66,335.47,1.30%,8688261
2022-04-13 11:30:00,335.53,336.64,334.36,335.88,0.11%,4784832
2022-04-13 12:30:00,335.92,339.57,335.74,338.32,0.71%,6073020
2022-04-13 13:30:00,338.47,339.16,336.11,338.79,0.09%,5334045
2022-04-13 14:30:00,338.74,341.8,338.46,341.18,0.72%,6381732
2022-04-13 15:30:00,341.18,342.08,340.07,340.79,-0.12%,4286100
2022-04-14 09:30:00,333.12,337.29,328.76,330.55,-0.77%,0
2022-04-14 10:30:00,330.27,331.16,327.79,330.5,0.07%,0
2022-04-14 11:30:00,330.47,330.54,328.0,328.33,-0.65%,0
2022-04-14 12:30:00,328.3,329.29,327.42,328.49,0.06%,0
2022-04-14 13:30:00,328.35,332.67,328.35,330.75,0.73%,43877757
2022-04-14 14:30:00,330.73,331.07,328.74,330.4,-0.10%,4879329
2022-04-14 15:30:00,330.43,330.47,328.03,328.32,-0.64%,5141322
2022-04-18 09:30:00,329.68,335.55,324.67,334.83,1.56%,17291550
2022-04-18 10:30:00,334.96,336.54,332.34,332.62,-0.70%,7229124
2022-04-18 11:30:00,332.57,333.32,329.14,329.33,-0.97%,4816956
2022-04-18 12:30:00,329.27,332.05,328.5,331.54,0.69%,4239780
2022-04-18 13:30:00,331.66,338.19,331.36,337.78,1.85%,6986874
2022-04-18 14:30:00,337.79,338.31,335.07,335.07,-0.81%,4853283
2022-04-18 15:30:00,335.11,335.11,332.28,334.9,-0.06%,4358481
2022-04-19 09:30:00,335.02,340.94,331.91,338.87,1.15%,15987672
2022-04-19 10:30:00,338.91,344.01,338.65,342.49,1.06%,8314821
2022-04-19 11:30:00,342.41,344.98,341.75,342.0,-0.12%,4545846
2022-04-19 12:30:00,342.0,343.16,339.67,340.16,-0.54%,4046571
2022-04-19 13:30:00,340.26,342.8,339.26,340.49,0.07%,4846671
2022-04-19 14:30:00,340.49,343.21,340.41,342.59,0.62%,4935108
2022-04-19 15:30:00,342.61,343.01,341.14,342.7,0.03%,4781523
2022-04-20 09:30:00,343.33,344.67,330.46,331.94,-3.32%,18516846
2022-04-20 10:30:00,331.94,335.67,330.92,331.51,-0.13%,8782155
2022-04-20 11:30:00,331.58,332.58,326.0,326.67,-1.48%,8353992
2022-04-20 12:30:00,326.67,330.1,326.67,328.43,0.54%,6394224
2022-04-20 13:30:00,328.42,330.43,328.02,328.35,-0.02%,4323318
