Datetime,Open,High,Low,Close,% Change,Volume
2022-08-09 15:30:00,282.9,283.49,282.55,283.33,0.15%,5731188
2022-08-10 09:30:00,297.33,297.33,283.38,285.14,-4.10%,37370673
2022-08-10 10:30:00,284.96,292.2,284.6,290.21,1.84%,16069614
2022-08-10 11:30:00,290.16,291.54,288.44,290.24,0.03%,8252340
2022-08-10 12:30:00,290.28,293.0,289.52,292.07,0.62%,7221819
2022-08-10 13:30:00,292.03,294.65,291.5,293.29,0.43%,8287587
2022-08-10 14:30:00,293.33,294.43,291.13,294.06,0.25%,7688925
2022-08-10 15:30:00,293.99,294.8,293.15,294.36,0.13%,5920368
2022-08-11 09:30:00,296.66,298.24,292.1,293.85,-0.95%,23367027
2022-08-11 10:30:00,294.1,295.1,288.13,289.8,-1.46%,14195358
2022-08-11 11:30:00,289.66,291.0,288.36,290.7,0.36%,7417728
2022-08-11 12:30:00,290.59,291.96,289.4,290.39,-0.07%,5604708
2022-08-11 13:30:00,290.42,291.65,289.02,289.43,-0.34%,4859829
2022-08-11 14:30:00,289.37,289.58,285.91,286.75,-0.91%,8524671
2022-08-11 15:30:00,286.69,287.11,285.87,286.63,-0.02%,4361817
2022-08-12 09:30:00,289.31,290.13,285.24,288.56,-0.26%,19763895
2022-08-12 10:30:00,288.53,294.99,287.72,293.92,1.87%,15364749
2022-08-12 11:30:00,294.06,295.84,292.98,295.36,0.44%,9303105
2022-08-12 12:30:00,295.4,296.08,294.21,295.44,0.01%,5279763
2022-08-12 13:30:00,295.45,297.82,294.74,297.82,0.80%,6997842
2022-08-12 14:30:00,297.82,299.61,297.55,299.44,0.54%,10125099
2022-08-12 15:30:00,299.48,300.04,298.81,300.03,0.18%,7964781
2022-08-15 09:30:00,301.77,306.93,301.35,304.67,0.96%,26663061
2022-08-15 10:30:00,304.46,305.84,303.7,305.57,0.36%,9646806
2022-08-15 11:30:00,305.6,309.78,305.39,309.77,1.36%,12822909
2022-08-15 12:30:00,309.67,313.08,309.57,312.23,0.83%,12376803
2022-08-15 13:30:00,312.27,312.54,308.92,310.92,-0.43%,10469031
2022-08-15 14:30:00,310.98,312.01,309.55,311.7,0.23%,9061374
2022-08-15 15:30:00,311.72,311.72,309.0,309.32,-0.77%,5929476
2022-08-16 09:30:00,311.49,314.6,304.35,304.39,-2.28%,30042090
2022-08-16 10:30:00,304.3,308.85,303.12,308.71,1.45%,16724724
2022-08-16 11:30:00,308.74,310.72,307.94,308.05,-0.23%,10151130
2022-08-16 12:30:00,307.89,309.3,306.69,308.86,0.32%,6483270
2022-08-16 13:30:00,308.91,311.07,307.43,309.12,0.07%,8256243
2022-08-16 14:30:00,309.13,309.2,305.02,306.47,-0.86%,10129014
2022-08-16 15:30:00,306.5,307.38,306.26,306.56,0.02%,4515840
2022-08-17 09:30:00,303.2,305.61,300.7,301.26,-0.64%,18824502
2022-08-17 10:30:00,301.24,303.97,300.07,302.91,0.55%,10182369
2022-08-17 11:30:00,302.93,303.5,301.7,303.39,0.15%,4992726
2022-08-17 12:30:00,303.33,305.81,303.12,305.67,0.77%,6593013
2022-08-17 13:30:00,305.69,308.95,305.18,307.71,0.66%,10522335
2022-08-17 14:30:00,307.77,309.64,303.37,304.31,-1.13%,10803705
2022-08-17 15:30:00,304.1,304.5,303.29,303.98,-0.04%,4906923
2022-08-18 09:30:00,305.95,305.99,302.0,304.24,-0.56%,15095364
2022-08-18 10:30:00,304.36,306.43,303.21,305.53,0.39%,8531439
2022-08-18 11:30:00,305.63,306.5,303.64,304.36,-0.41%,5632449
2022-08-18 12:30:00,304.31,304.93,302.87,304.69,0.12%,4809981
2022-08-18 13:30:00,304.74,304.93,303.48,303.6,-0.37%,3415476
2022-08-18 14:30:00,303.5,304.07,302.43,303.49,0.00%,5029662
2022-08-18 15:30:00,303.43,303.51,302.37,302.87,-0.18%,3434133
2022-08-19 09:30:00,298.92,300.36,293.73,294.83,-1.37%,19694895
2022-08-19 10:30:00,294.96,296.18,293.36,293.68,-0.44%,10578498
2022-08-19 11:30:00,293.63,295.64,292.61,294.15,0.18%,7336536
2022-08-19 12:30:00,294.19,296.15,293.87,294.58,0.13%,5050392
2022-08-19 13:30:00,294.55,296.23,293.8,295.88,0.45%,4568382
2022-08-19 14:30:00,295.79,297.3,295.71,296.79,0.34%,6789177
2022-08-19 15:30:00,296.85,297.34,296.4,296.67,-0.06%,5272239
2022-08-22 09:30:00,291.93,292.28,286.35,287.81,-1.41%,19419393
2022-08-22 10:30:00,287.86,289.83,286.79,288.32,0.16%,7657917
2022-08-22 11:30:00,288.07,290.41,287.76,289.72,0.57%,6833586
2022-08-22 12:30:00,289.71,290.63,288.91,288.91,-0.28%,5173521
2022-08-22 13:30:00,288.96,290.24,288.18,289.5,0.19%,4581681
2022-08-22 14:30:00,289.47,290.0,288.82,289.65,0.06%,5130207
2022-08-22 15:30:00,289.61,290.11,289.06,289.91,0.11%,4107954
2022-08-23 09:30:00,291.64,295.51,288.0,293.92,0.78%,20071086
2022-08-23 10:30:00,293.92,296.8,293.2,294.17,0.09%,11805462
2022-08-23 11:30:00,294.21,296.0,293.51,294.04,-0.06%,6571269
2022-08-23 12:30:00,294.08,297.98,294.04,297.7,1.23%,6584355
2022-08-23 13:30:00,297.72,298.76,296.56,298.38,0.22%,7218942
2022-08-23 14:30:00,298.3,298.55,297.37,297.44,-0.29%,5099244
2022-08-23 15:30:00,297.47,297.66,295.41,296.45,-0.34%,4487742
2022-08-24 09:30:00,297.63,303.58,297.16,302.35,1.58%,20908827
2022-08-24 10:30:00,302.52,302.78,300.36,301.35,-0.39%,8197527
2022-08-24 11:30:00,301.38,302.48,300.71,301.79,0.13%,4738653
2022-08-24 12:30:00,301.78,302.13,298.51,298.68,-1.03%,6003498
2022-08-24 13:30:00,298.78,300.03,298.48,298.96,0.06%,4135491
2022-08-24 14:30:00,299.02,299.11,296.53,297.55,-0.49%,6234303
2022-08-24 15:30:00,297.53,298.31,296.71,297.1,-0.15%,4099026
2022-08-25 09:30:00,302.46,302.94,293.38,297.51,-1.64%,20327538
2022-08-25 10:30:00,297.68,298.11,291.67,293.11,-1.54%,9087738
2022-08-25 11:30:00,293.17,294.83,293.05,293.89,0.25%,5161094
2022-08-25 12:30:00,293.95,295.6,292.84,294.89,0.32%,4215504
2022-08-25 13:30:00,294.83,295.6,293.16,293.31,-0.52%,3626857
2022-08-25 14:30:00,293.45,293.66,291.81,293.44,0.00%,4666767
2022-08-25 15:30:00,293.44,296.09,293.03,296.07,0.90%,4240924
2022-08-26 09:30:00,297.4,301.96,295.01,297.75,0.12%,16276959
2022-08-26 10:30:00,297.74,297.74,289.72,291.06,-2.24%,11798590
2022-08-26 11:30:00,291.15,292.44,288.65,289.28,-0.64%,5946795
2022-08-26 12:30:00,289.25,291.32,288.5,289.99,0.26%,4837609
2022-08-26 13:30:00,290.02,290.32,288.08,288.88,-0.39%,4408360
2022-08-26 14:30:00,288.88,290.33,288.5,289.08,0.07%,4699210
2022-08-26 15:30:00,288.88,289.14,287.5,288.09,-0.27%,5028136
2022-08-29 09:30:00,282.88,287.65,281.91,284.24,0.48%,14161473
2022-08-29 10:30:00,284.27,285.19,281.23,281.65,-0.92%,5974152
2022-08-29 11:30:00,281.61,284.93,280.77,284.06,0.87%,4917312
2022-08-29 12:30:00,284.09,286.36,283.17,285.92,0.64%,4006188
2022-08-29 13:30:00,285.76,287.57,284.84,285.34,-0.15%,3413215
2022-08-29 14:30:00,285.26,287.44,284.39,286.17,0.32%,3859900
2022-08-29 15:30:00,286.05,286.76,284.64,284.82,-0.43%,2708156
2022-08-30 09:30:00,288.25,288.25,282.36,283.55,-1.63%,11611430
2022-08-30 10:30:00,283.44,284.01,280.13,281.84,-0.56%,7530511
2022-08-30 11:30:00,281.8,282.74,279.01,279.21,-0.92%,5014069
2022-08-30 12:30:00,279.21,279.22,272.68,273.38,-2.09%,7913625
2022-08-30 13:30:00,273.4,276.5,273.23,274.14,0.27%,6125402
2022-08-30 14:30:00,274.07,278.15,273.48,276.84,1.01%,5962087
2022-08-30 15:30:00,276.85,277.96,275.65,277.7,0.31%,3670356
2022-08-31 09:30:00,280.84,280.84,275.32,276.32,-1.61%,13260599
2022-08-31 10:30:00,276.3,276.82,271.84,273.55,-1.00%,8189014
2022-08-31 11:30:00,273.43,276.83,273.05,275.87,0.89%,5216741
2022-08-31 12:30:00,275.96,277.55,275.07,276.04,0.03%,4677215
2022-08-31 13:30:00,276.06,278.4,274.89,277.9,0.67%,4412675
2022-08-31 14:30:00,277.83,277.97,274.8,277.1,-0.26%,5311322
2022-08-31 15:30:00,276.98,278.77,275.45,275.61,-0.49%,4358241
2022-09-01 09:30:00,272.2,275.62,270.36,273.18,0.36%,13610444
2022-09-01 10:30:00,273.22,273.22,266.2,266.47,-2.47%,10515554
2022-09-01 11:30:00,266.51,268.85,266.42,268.37,0.70%,6262931
2022-09-01 12:30:00,268.38,270.2,267.33,269.95,0.58%,5045270
2022-09-01 13:30:00,269.98,272.9,268.69,272.67,1.00%,5371850
2022-09-01 14:30:00,272.72,275.57,272.38,273.39,0.25%,6845563
2022-09-01 15:30:00,273.1,277.55,272.98,277.16,1.49%,4366750
2022-09-02 09:30:00,281.75,281.79,274.28,279.01,-0.97%,13945865
2022-09-02 10:30:00,279.11,280.22,275.44,277.51,-0.57%,8173860
2022-09-02 11:30:00,277.5,278.1,274.63,274.89,-0.94%,5321766
2022-09-02 12:30:00,274.91,275.73,270.55,270.83,-1.48%,6910640
2022-09-02 13:30:00,270.7,272.17,270.1,271.22,0.19%,4766293
2022-09-02 14:30:00,271.43,271.68,269.53,270.33,-0.41%,5012453
2022-09-02 15:30:00,270.25,270.6,269.1,270.21,-0.01%,4224526
2022-09-06 09:30:00,272.27,273.02,265.8,267.34,-1.81%,15840994
2022-09-06 10:30:00,267.12,272.39,266.38,271.05,1.47%,8459315
2022-09-06 11:30:00,271.05,275.94,270.89,273.36,0.85%,8169219
2022-09-06 12:30:00,273.29,275.12,271.38,271.65,-0.60%,5581528
2022-09-06 13:30:00,271.62,275.38,271.4,274.57,1.09%,5272951
2022-09-06 14:30:00,274.6,275.86,273.03,275.06,0.17%,6069863
2022-09-06 15:30:00,275.01,275.34,273.63,274.42,-0.21%,4490180
2022-09-07 09:30:00,272.99,280.51,272.37,278.31,1.95%,13444042
2022-09-07 10:30:00,278.59,280.94,277.67,279.26,0.24%,7326438
2022-09-07 11:30:00,279.37,280.45,277.68,277.68,-0.60%,4973357
2022-09-07 12:30:00,277.44,280.02,276.96,278.96,0.55%,4563133
2022-09-07 13:30:00,278.86,281.56,278.86,281.18,0.83%,5176011
2022-09-07 14:30:00,281.13,283.83,280.94,283.49,0.84%,6101817
2022-09-07 15:30:00,283.36,283.79,282.31,283.7,0.12%,3934016
2022-09-08 09:30:00,281.13,286.99,280.04,285.79,1.66%,15080523
2022-09-08 10:30:00,285.56,288.54,285.14,287.33,0.62%,8179361
2022-09-08 11:30:00,287.46,288.03,282.78,283.83,-1.26%,7285948
2022-09-08 12:30:00,283.72,286.92,283.69,286.44,0.96%,6286028
2022-09-08 13:30:00,286.46,287.33,285.65,286.94,0.17%,4883929
2022-09-08 14:30:00,286.96,288.71,286.86,288.28,0.46%,5793135
2022-09-08 15:30:00,288.29,289.48,287.62,289.26,0.34%,4315273
2022-09-09 09:30:00,291.61,296.96,291.42,296.68,1.74%,17995765
2022-09-09 10:30:00,296.75,298.73,296.56,298.4,0.56%,9530672
2022-09-09 11:30:00,298.47,298.8,296.7,297.15,-0.44%,4895995
2022-09-09 12:30:00,297.22,299.48,296.92,299.27,0.69%,5176095
2022-09-09 13:30:00,299.27,299.48,298.66,299.37,0.03%,4329543
2022-09-09 14:30:00,299.38,299.59,298.31,299.22,-0.05%,4833871
2022-09-09 15:30:00,299.16,299.82,298.67,299.68,0.17%,4963791
2022-09-12 09:30:00,300.69,305.46,300.69,305.08,1.46%,17074621
2022-09-12 10:30:00,305.1,305.17,302.12,303.39,-0.56%,7867558
2022-09-12 11:30:00,303.37,303.89,301.13,302.48,-0.29%,4922850
2022-09-12 12:30:00,302.45,304.59,302.07,304.44,0.66%,5024572
2022-09-12 13:30:00,304.41,304.61,302.78,302.95,-0.48%,3656715
2022-09-12 14:30:00,302.86,304.67,302.18,304.53,0.55%,4458541
2022-09-12 15:30:00,304.58,304.58,303.84,304.42,-0.05%,3186439
2022-09-13 09:30:00,292.75,297.34,292.75,296.28,1.21%,21057789
2022-09-13 10:30:00,296.08,296.9,290.92,291.25,-1.63%,9524456
2022-09-13 11:30:00,291.19,292.73,290.6,291.94,0.26%,6313501
2022-09-13 12:30:00,291.89,294.02,291.38,293.82,0.66%,6521234
2022-09-13 13:30:00,293.75,295.96,293.57,294.71,0.33%,9525696
2022-09-13 14:30:00,294.74,294.87,292.52,292.66,-0.71%,6195368
2022-09-13 15:30:00,292.65,293.07,291.46,292.13,-0.18%,5404048
2022-09-14 09:30:00,292.13,301.12,291.64,296.69,1.56%,19681565
2022-09-14 10:30:00,296.73,304.0,296.5,302.98,2.11%,13157533
2022-09-14 11:30:00,302.98,306.0,302.57,304.89,0.63%,9704473
2022-09-14 12:30:00,304.91,305.36,302.37,303.05,-0.61%,5542178
2022-09-14 13:30:00,303.04,303.31,298.78,300.14,-0.96%,6396674
2022-09-14 14:30:00,300.11,302.05,298.72,299.92,-0.06%,8092497
2022-09-14 15:30:00,299.87,303.0,298.81,302.69,0.94%,5075391
2022-09-15 09:30:00,302.15,309.07,300.75,305.62,1.15%,20129871
2022-09-15 10:30:00,305.56,306.46,301.15,304.85,-0.23%,11210659
2022-09-15 11:30:00,304.84,305.97,302.97,304.25,-0.19%,6816119
2022-09-15 12:30:00,304.21,307.87,304.2,307.27,1.01%,7184175
2022-09-15 13:30:00,307.19,307.47,305.12,306.09,-0.36%,5072677
2022-09-15 14:30:00,306.11,306.98,302.29,302.5,-1.18%,6735891
2022-09-15 15:30:00,302.26,304.49,302.26,303.75,0.49%,4698582
2022-09-16 09:30:00,299.19,300.55,295.66,295.67,-1.18%,19232208
2022-09-16 10:30:00,295.84,298.79,295.84,297.81,0.67%,9164715
2022-09-16 11:30:00,297.74,299.57,297.02,298.47,0.25%,5824326
2022-09-16 12:30:00,298.37,300.73,298.34,299.04,0.22%,5102737
2022-09-16 13:30:00,299.06,301.95,298.98,301.47,0.81%,5590035
2022-09-16 14:30:00,301.26,303.43,300.67,301.3,0.01%,7626450
2022-09-16 15:30:00,301.25,303.7,300.76,303.35,0.70%,5862585
2022-09-19 09:30:00,299.92,306.16,297.95,305.97,2.02%,16703409
2022-09-19 10:30:00,306.08,309.77,305.56,307.51,0.47%,12751962
2022-09-19 11:30:00,307.52,308.18,305.5,306.0,-0.49%,6445765
2022-09-19 12:30:00,305.84,307.78,305.02,305.95,0.04%,5448874
2022-09-19 13:30:00,305.99,306.99,305.2,305.89,-0.03%,4774724
2022-09-19 14:30:00,305.88,308.97,305.88,308.66,0.91%,6128507
2022-09-19 15:30:00,308.93,309.12,307.33,309.07,0.05%,5454432
2022-09-20 09:30:00,307.24,309.18,305.59,308.35,0.36%,14525227
2022-09-20 10:30:00,308.18,313.24,306.6,312.52,1.41%,12755878
2022-09-20 11:30:00,312.49,313.27,311.42,311.49,-0.32%,6453059
2022-09-20 12:30:00,311.6,312.47,308.11,308.39,-1.03%,6297810
2022-09-20 13:30:00,308.12,308.92,305.9,308.21,0.03%,7558509
2022-09-20 14:30:00,308.0,310.28,306.68,309.37,0.44%,7334081
2022-09-20 15:30:00,309.26,309.79,308.08,308.73,-0.17%,4246900
2022-09-21 09:30:00,308.24,310.48,306.7,308.53,0.09%,12081519
2022-09-21 10:30:00,308.54,308.54,306.29,307.54,-0.32%,5583803
2022-09-21 11:30:00,307.51,309.35,307.39,309.29,0.58%,4454029
2022-09-21 12:30:00,309.3,309.94,307.96,308.44,-0.28%,4096690
2022-09-21 13:30:00,308.51,309.83,303.75,306.64,-0.61%,10331796
2022-09-21 14:30:00,306.46,313.69,305.4,306.47,0.00%,14958525
2022-09-21 15:30:00,306.31,306.31,300.79,300.8,-1.80%,7558102
2022-09-22 09:30:00,299.54,301.15,292.75,292.94,-2.20%,17983962
2022-09-22 10:30:00,292.8,293.86,287.78,289.52,-1.12%,13209678
2022-09-22 11:30:00,289.88,292.76,289.56,291.79,0.66%,9347282
2022-09-22 12:30:00,291.36,292.6,289.35,290.34,-0.35%,5829430
2022-09-22 13:30:00,290.33,290.66,285.99,287.46,-0.99%,7109123
2022-09-22 14:30:00,287.4,290.53,286.67,288.81,0.49%,9372573
2022-09-22 15:30:00,288.91,291.34,288.43,288.59,-0.11%,5670065
2022-09-23 09:30:00,283.02,284.32,274.81,278.39,-1.64%,21972289
2022-09-23 10:30:00,278.24,279.3,275.6,277.55,-0.25%,8101269
2022-09-23 11:30:00,277.65,278.35,274.92,274.92,-0.98%,6340872
2022-09-23 12:30:00,274.85,277.04,274.67,275.06,0.08%,6222397
2022-09-23 13:30:00,275.05,276.23,273.7,274.87,-0.07%,5658933
2022-09-23 14:30:00,274.8,275.88,272.84,274.82,0.01%,7243675
2022-09-23 15:30:00,274.95,275.96,273.74,275.33,0.14%,5715840
2022-09-26 09:30:00,271.64,284.02,270.54,283.5,4.37%,20668098
2022-09-26 10:30:00,283.67,283.72,277.43,277.43,-2.20%,9488288
2022-09-26 11:30:00,277.4,279.33,276.05,276.25,-0.41%,5520373
2022-09-26 12:30:00,276.19,278.75,275.77,277.03,0.30%,4870697
2022-09-26 13:30:00,277.28,279.34,276.42,277.76,0.17%,4767306
2022-09-26 14:30:00,277.7,280.46,277.37,279.26,0.56%,6298535
2022-09-26 15:30:00,279.3,279.69,275.81,276.01,-1.18%,4658149
2022-09-27 09:30:00,284.05,288.2,283.56,285.95,0.67%,17949702
2022-09-27 10:30:00,286.33,288.64,284.56,285.04,-0.45%,9543400
2022-09-27 11:30:00,284.82,285.8,278.26,279.95,-1.71%,9471450
2022-09-27 12:30:00,279.78,280.72,278.42,279.18,-0.21%,5527086
2022-09-27 13:30:00,279.11,280.11,277.59,279.18,0.03%,5059201
2022-09-27 14:30:00,279.13,282.78,278.32,281.72,0.93%,7171263
2022-09-27 15:30:00,281.8,283.7,280.66,282.94,0.40%,5051195
2022-09-28 09:30:00,282.96,283.27,277.69,283.26,0.11%,16443423
2022-09-28 10:30:00,283.55,285.42,280.86,284.2,0.23%,8583030
2022-09-28 11:30:00,284.25,284.84,282.16,282.58,-0.59%,5487711
2022-09-28 12:30:00,282.64,284.58,282.37,283.47,0.29%,3898183
2022-09-28 13:30:00,283.5,283.82,282.38,283.47,-0.01%,3530050
2022-09-28 14:30:00,283.47,287.61,283.47,287.32,1.36%,7640636
2022-09-28 15:30:00,287.32,288.97,287.32,287.81,0.17%,5288109
2022-09-29 09:30:00,282.81,283.48,270.43,272.65,-3.59%,20428644
2022-09-29 10:30:00,272.49,274.32,269.05,272.83,0.12%,13230308
2022-09-29 11:30:00,272.8,273.67,269.71,270.2,-0.95%,8159462
2022-09-29 12:30:00,270.35,271.06,267.06,267.99,-0.87%,8776346
2022-09-29 13:30:00,267.9,268.83,266.26,267.61,-0.11%,8552270
2022-09-29 14:30:00,267.51,269.07,265.88,267.87,0.13%,9160475
2022-09-29 15:30:00,267.8,269.35,267.61,268.21,0.15%,6498788
2022-09-30 09:30:00,265.29,271.87,262.61,271.38,2.30%,20310969
2022-09-30 10:30:00,271.18,275.49,271.08,274.5,1.22%,10801623
2022-09-30 11:30:00,274.52,274.69,269.18,270.9,-1.32%,7954077
2022-09-30 12:30:00,270.8,272.44,269.69,270.54,-0.10%,4754849
2022-09-30 13:30:00,270.57,270.71,266.96,267.88,-0.99%,6085028
2022-09-30 14:30:00,268.08,269.09,266.02,267.4,-0.25%,6892669
2022-09-30 15:30:00,267.65,267.75,265.07,265.25,-0.90%,6510084
2022-10-03 09:30:00,254.41,254.85,242.22,247.56,-2.69%,31274940
2022-10-03 10:30:00,247.86,248.09,243.1,245.49,-0.96%,13758034
2022-10-03 11:30:00,245.63,246.13,241.95,242.84,-1.14%,10101016
2022-10-03 12:30:00,242.72,243.87,241.03,243.04,0.13%,9084316
2022-10-03 13:30:00,243.1,243.63,241.34,242.76,-0.14%,8165722
2022-10-03 14:30:00,242.68,247.24,242.62,245.69,1.24%,13600865
2022-10-03 15:30:00,245.7,246.09,242.25,242.4,-1.34%,8195771
2022-10-04 09:30:00,250.89,254.46,248.95,253.44,1.02%,27568491
2022-10-04 10:30:00,253.31,255.83,253.31,255.29,0.78%,12584791
2022-10-04 11:30:00,255.33,256.83,245.34,248.64,-2.62%,20492194
2022-10-04 12:30:00,248.53,249.37,242.07,244.39,-1.67%,16456488
2022-10-04 13:30:00,244.49,248.34,244.34,247.26,1.13%,11634945
2022-10-04 14:30:00,247.29,249.23,246.79,248.21,0.37%,10502682
2022-10-04 15:30:00,248.13,249.51,247.4,249.44,0.53%,6390034
2022-10-05 09:30:00,245.0,246.66,236.58,236.6,-3.43%,22426438
2022-10-05 10:30:00,236.46,236.95,233.71,234.17,-0.97%,15749708
2022-10-05 11:30:00,234.01,237.46,233.28,236.12,0.90%,11236854
2022-10-05 12:30:00,235.98,240.3,235.61,238.69,1.15%,10294510
2022-10-05 13:30:00,238.53,239.57,237.67,238.44,-0.04%,7663682
2022-10-05 14:30:00,238.41,242.29,238.0,240.88,1.04%,10758670
2022-10-05 15:30:00,240.87,241.89,239.97,240.81,-0.02%,6313457
2022-10-06 09:30:00,239.7,244.44,235.5,235.85,-1.61%,19948678
2022-10-06 10:30:00,235.97,238.98,235.66,238.91,1.25%,9634613
2022-10-06 11:30:00,238.93,239.93,236.99,237.9,-0.43%,8407130
2022-10-06 12:30:00,237.97,241.53,237.25,240.53,1.08%,8556410
2022-10-06 13:30:00,240.57,242.82,239.39,239.82,-0.31%,7069843
2022-10-06 14:30:00,239.83,240.7,238.42,239.94,0.05%,6656884
2022-10-06 15:30:00,240.01,240.09,238.0,238.13,-0.78%,4860932
2022-10-07 09:30:00,234.06,234.48,229.71,230.09,-1.70%,19618651
2022-10-07 10:30:00,230.17,230.27,228.11,228.54,-0.71%,11573196
2022-10-07 11:30:00,228.47,228.64,222.79,222.79,-2.49%,14025100
2022-10-07 12:30:00,222.82,224.5,222.11,223.92,0.49%,11519554
2022-10-07 13:30:00,223.92,225.0,223.25,223.28,-0.29%,7549896
2022-10-07 14:30:00,223.31,224.61,222.72,223.07,-0.11%,7396349
2022-10-07 15:30:00,223.13,223.65,222.02,223.07,-0.03%,8097313
2022-10-10 09:30:00,223.56,226.85,218.41,225.58,0.90%,24269710
2022-10-10 10:30:00,225.41,225.67,220.89,223.01,-1.06%,9938047
2022-10-10 11:30:00,223.11,225.48,222.43,222.73,-0.17%,6822960
2022-10-10 12:30:00,222.72,223.7,221.69,223.15,0.19%,5718961
2022-10-10 13:30:00,223.15,226.15,222.91,223.63,0.22%,7747854
2022-10-10 14:30:00,223.62,224.75,222.61,223.3,-0.14%,6615316
2022-10-10 15:30:00,223.35,224.35,222.88,222.96,-0.17%,4740426
2022-10-11 09:30:00,220.72,225.1,219.63,222.34,0.73%,23174577
2022-10-11 10:30:00,222.16,224.27,221.0,223.14,0.44%,10760720
2022-10-11 11:30:00,223.25,224.7,221.55,222.91,-0.15%,7388725
2022-10-11 12:30:00,222.92,224.62,221.3,221.3,-0.73%,6313872
2022-10-11 13:30:00,221.66,221.87,218.51,219.1,-1.15%,8712987
2022-10-11 14:30:00,219.17,219.31,215.0,215.88,-1.50%,11946139
2022-10-11 15:30:00,215.94,216.79,215.54,216.5,0.26%,6083678
2022-10-12 09:30:00,215.76,217.36,211.66,213.23,-1.17%,21356302
2022-10-12 10:30:00,213.2,217.5,212.27,216.55,1.57%,10701529
2022-10-12 11:30:00,216.72,217.0,214.14,214.84,-0.87%,7540430
2022-10-12 12:30:00,214.8,216.75,214.51,215.71,0.42%,4916095
2022-10-12 13:30:00,215.79,218.86,214.54,218.59,1.30%,7654009
2022-10-12 14:30:00,218.74,219.2,216.49,216.78,-0.90%,7635267
2022-10-12 15:30:00,216.6,217.88,216.5,217.24,0.30%,4742458
2022-10-13 09:30:00,208.12,211.72,206.39,208.02,-0.05%,28010598
2022-10-13 10:30:00,207.75,218.9,207.7,216.76,4.34%,15475869
2022-10-13 11:30:00,216.98,222.33,215.78,216.91,-0.03%,14584118
2022-10-13 12:30:00,216.95,221.96,216.58,221.75,2.21%,8878120
2022-10-13 13:30:00,221.84,222.95,218.7,218.8,-1.37%,7495840
2022-10-13 14:30:00,218.82,221.96,218.82,220.7,0.86%,7429618
2022-10-13 15:30:00,220.63,222.35,219.86,221.72,0.49%,5876411
2022-10-14 09:30:00,224.6,226.24,212.37,213.72,-4.84%,25940115
2022-10-14 10:30:00,213.63,214.9,211.12,211.98,-0.77%,13376716
2022-10-14 11:30:00,211.77,212.0,207.62,209.54,-1.05%,11857843
2022-10-14 12:30:00,209.5,210.36,207.82,208.92,-0.28%,9813018
2022-10-14 13:30:00,209.01,209.6,207.29,208.0,-0.48%,7540405
2022-10-14 14:30:00,207.95,208.52,205.17,205.86,-1.01%,10993201
2022-10-14 15:30:00,205.83,206.23,204.18,205.05,-0.38%,10182310
2022-10-17 09:30:00,210.0,218.12,209.53,217.17,3.41%,24958970
2022-10-17 10:30:00,217.22,219.16,215.68,219.07,0.85%,12492946
2022-10-17 11:30:00,219.08,220.74,218.57,220.47,0.63%,9568365
2022-10-17 12:30:00,220.51,221.83,219.52,219.6,-0.41%,7722695
2022-10-17 13:30:00,219.63,220.97,217.73,218.42,-0.55%,6857616
2022-10-17 14:30:00,218.29,219.38,217.61,219.22,0.43%,6331597
2022-10-17 15:30:00,219.19,220.15,218.87,219.35,0.07%,6402901
2022-10-18 09:30:00,228.67,228.96,221.01,221.29,-3.23%,21577991
2022-10-18 10:30:00,221.26,221.52,218.21,219.03,-1.01%,12474009
2022-10-18 11:30:00,219.09,221.89,217.59,220.79,0.78%,9910256
2022-10-18 12:30:00,220.58,222.46,219.4,220.75,0.08%,7337795
2022-10-18 13:30:00,220.67,221.5,220.22,221.16,0.22%,6058889
2022-10-18 14:30:00,220.99,221.01,217.26,218.92,-0.94%,6723675
2022-10-18 15:30:00,218.83,220.75,218.76,220.19,0.62%,4421978
2022-10-19 09:30:00,219.35,222.76,217.8,222.21,1.30%,16915860
2022-10-19 10:30:00,222.36,222.9,219.72,221.44,-0.41%,7979045
2022-10-19 11:30:00,221.5,222.2,219.66,220.08,-0.64%,4853600
2022-10-19 12:30:00,220.04,221.26,218.69,219.62,-0.19%,4796110
2022-10-19 13:30:00,219.58,221.81,219.51,221.34,0.80%,4879348
2022-10-19 14:30:00,221.32,222.85,220.55,221.6,0.13%,8023400
2022-10-19 15:30:00,221.59,222.25,220.79,222.04,0.20%,6009054
2022-10-20 09:30:00,208.06,211.07,202.15,209.22,0.56%,43629885
2022-10-20 10:30:00,209.47,215.42,207.73,213.83,2.08%,21260773
2022-10-20 11:30:00,213.9,214.33,209.39,209.98,-1.83%,12803916
2022-10-20 12:30:00,209.9,210.16,207.03,208.31,-0.76%,10403208
2022-10-20 13:30:00,208.23,208.3,205.1,205.29,-1.41%,8282211
2022-10-20 14:30:00,205.21,208.19,205.02,206.29,0.53%,9957468
2022-10-20 15:30:00,206.26,208.5,206.03,207.28,0.49%,6985245
2022-10-21 09:30:00,206.11,210.16,204.09,206.88,0.37%,23644973
2022-10-21 10:30:00,206.88,210.33,206.65,209.93,1.47%,12318728
2022-10-21 11:30:00,209.98,212.59,209.71,211.53,0.74%,9141350
2022-10-21 12:30:00,211.61,212.25,210.78,211.59,-0.01%,6592976
2022-10-21 13:30:00,211.53,213.89,211.32,212.82,0.61%,6748330
