security,ticker,McapRank,TurnRank,VolatilityRank,PriceRank,LitVol,OrderVol,Hidden,TradesForHidden,HiddenVol,TradeVolForHidden,Cancels,LitTrades,OddLots,TradesForOddLots,OddLotVol,TradeVolForOddLots,Cancel_to_Trade,Trade_to_Order_Volume,Hidden_Rate,Hidden_Volume,Oddlot_Rate,Oddlot_Volume,date,qtr
Stock,AAPL,10,6,2,10,31127.771,1129227.359,34386,364348,2804.322,33932.093,7091888,328863,176505,363212,5270.906,33783.014,21.56487048,2.756554803,9.437680459,8.264512301,48.59558605,15.60223727,6/10/2021,31/12/2021
Stock,AAPL,10,4,2,10,22223.865,697313.217,29723,245665,2699.569,24923.434,3967819,215003,112281,244698,3250.464,24726.051,18.45471459,3.187070668,12.0989966,10.83144883,45.88554054,13.14590834,7/10/2021,31/12/2021
Stock,AAPL,10,5,2,10,21368.553,891713.862,23413,236693,2093.262,23461.815,4951438,212139,107229,235510,3107.284,23391.422,23.34053616,2.396346397,9.891716274,8.921995165,45.53055072,13.28386107,8/10/2021,31/12/2021
Stock,AAPL,10,6,2,10,19991.112,886988.276,21228,221369,2210.6,22201.712,4536552,198723,99403,219854,2948.042,22039.119,22.8285201,2.253819193,9.589418573,9.956889811,45.21318693,13.37640584,11/10/2021,31/12/2021
Stock,AAPL,10,6,2,10,24981.833,1039987.608,28910,290745,2749.362,27731.195,5703558,260924,142032,289778,4248.342,27536.079,21.85907774,2.402127949,9.943421211,9.914329332,49.01407284,15.42827503,12/10/2021,31/12/2021
Stock,AAPL,10,6,2,10,28742.313,1053334.593,37414,328322,3215.14,31957.453,5233160,289517,148482,326882,4096.403,31784.566,18.07548434,2.728697338,11.39552025,10.06068913,45.42373089,12.88802559,13/10/2021,31/12/2021
Stock,AAPL,10,5,1,10,23382.223,778932.47,31875,240822,3048.559,26430.782,3354825,207588,98829,239417,2960.263,26205.545,16.16097751,3.001829286,13.23591698,11.53412336,41.27902363,11.29632297,14/10/2021,31/12/2021
Stock,AAPL,10,5,1,10,20546.948,659803.641,29400,226234,3850.117,24397.065,3180716,195572,101376,224920,2827.851,24235.309,16.26365737,3.114100427,12.99539415,15.78106629,45.07202561,11.66831007,15/10/2021,31/12/2021
Stock,AAPL,10,6,2,10,26501.323,601296.407,33513,280116,3922.979,30424.302,3446105,245796,118708,279213,3532.926,30253.931,14.0201834,4.40736427,11.96397207,12.89422844,42.5152124,11.67757671,18/10/2021,31/12/2021
Stock,AAPL,10,6,2,10,25425.43,843202.887,47330,278999,5216.516,30641.946,3743584,230627,121635,277857,3333.532,30503.492,16.23220178,3.015339534,16.96421851,17.02410154,43.77611505,10.92836191,19/10/2021,31/12/2021
Stock,AAPL,10,5,2,10,20474.598,810457.414,33896,230636,3142.255,23616.853,3768104,195846,102019,229684,2960.441,23518.143,19.24013766,2.526301524,14.69675159,13.3051385,44.41711221,12.58790288,20/10/2021,31/12/2021
Stock,AAPL,10,5,2,10,20959.029,667925.101,28577,223305,3335.443,24294.472,3333574,193022,98367,221482,2823.908,24146.205,17.27043549,3.13793103,12.79729518,13.72922614,44.41309,11.69503862,21/10/2021,31/12/2021
Stock,AAPL,10,5,2,10,22526.515,922270.844,32325,249050,3001.025,25527.54,4519961,215846,109460,248154,3206.147,25405.52,20.9406753,2.442505382,12.97932142,11.75602898,44.10970607,12.6198834,22/10/2021,31/12/2021
Stock,AAPL,10,4,1,10,17356.979,496711.796,21346,214824,1764.215,19121.194,3187856,192676,106325,213990,2877.199,19045.567,16.5451639,3.494376244,9.936506163,9.226489727,49.68690126,15.10692226,25/10/2021,31/12/2021
Stock,AAPL,10,5,2,10,22484.474,897861.938,32064,257657,2813.932,25298.406,4713569,224891,116646,256935,3311.793,25212.634,20.9593492,2.504223985,12.44445134,11.12296166,45.39903088,13.13545027,26/10/2021,31/12/2021
Stock,AAPL,10,4,1,10,17892.317,856603.553,21311,215731,1741.94,19634.257,4474014,193847,104868,215138,2976.276,19575.372,23.08013021,2.088751201,9.878506103,8.871942544,48.74452677,15.20418616,27/10/2021,31/12/2021
Stock,AAPL,10,6,2,10,30474.082,862658.105,50970,343895,5429.087,35903.169,4393410,291201,154954,342087,4435.041,35762.854,15.08720781,3.532579341,14.82138443,15.1214702,45.2966643,12.40125019,28/10/2021,31/12/2021
Stock,AAPL,10,7,4,10,37890.896,931357.529,57994,413244,5474.056,43364.952,4679208,353662,179286,411575,5051.499,43226.975,13.23073443,4.068351285,14.03383957,12.62322624,43.56095487,11.68598774,29/10/2021,31/12/2021
Stock,AAPL,10,5,1,10,22841.264,860643.088,34564,263865,3608.168,26449.432,4656259,228251,116534,262795,3390.164,26353.562,20.399731,2.653976348,13.09912266,13.64175987,44.34407047,12.86415855,1/11/2021,31/12/2021
Stock,AAPL,10,5,2,10,25084.58,716336.773,42399,287586,4431.214,29515.794,4060119,244181,124214,286547,3770.315,29409.789,16.62749764,3.501785884,14.74306816,15.01302659,43.34856062,12.81993217,2/11/2021,31/12/2021
Stock,AAPL,10,3,1,10,17877.669,539530.625,23280,214582,2426.924,20304.593,3515525,190382,103057,213635,3060.219,20155.133,18.46563751,3.313559633,10.84899945,11.95258629,48.23975472,15.18332328,3/11/2021,31/12/2021
Stock,AAPL,10,4,1,10,21065.601,623010.21,25748,249250,2698.286,23763.887,3904261,222838,120488,248556,3614.528,23684.727,17.52062485,3.381260959,10.33019057,11.35456502,48.47519271,15.26100765,4/11/2021,31/12/2021
Stock,AAPL,10,4,1,10,20441.723,566815.64,24890,231905,3487.168,23928.891,3654079,206282,102471,231139,2941.607,23865.833,17.71399831,3.606414777,10.73284319,14.57304478,44.33306365,12.32559953,5/11/2021,31/12/2021
Stock,AAPL,10,4,1,10,15569.709,461356.743,27500,199407,2930.605,18500.314,3020791,170976,98677,198427,2758.017,18428.187,17.66792415,3.374765675,13.79088999,15.84083924,49.72962349,14.96629593,8/11/2021,31/12/2021
Stock,AAPL,10,4,2,10,20594.37,487829.863,22836,266108,1700.938,22295.308,4159969,242047,129798,264850,3722.951,22183.206,17.18661665,4.221629622,8.581478197,7.62912986,49.0081178,16.78274547,9/11/2021,31/12/2021
Stock,AAPL,10,4,2,10,24519.241,700888.047,31351,297023,2890.722,27409.963,4648910,264345,140194,295681,3953.869,27233.746,17.58652519,3.498310623,10.55507486,10.54624554,47.41393597,14.51827083,10/11/2021,31/12/2021
Stock,AAPL,10,3,1,10,15128.064,655282.442,18811,177531,2085.524,17213.588,3508505,157661,85261,176419,2363.889,17143.63,22.25347423,2.308632588,10.59589593,12.11556824,48.32869476,13.78873086,11/11/2021,31/12/2021
Stock,AAPL,10,5,1,10,21233.778,654282.238,27884,223109,3527.024,24760.802,3182432,194286,95197,222103,2750.685,24586.302,16.38014062,3.245354492,12.49792702,14.24438514,42.86164527,11.18787608,12/11/2021,31/12/2021
Stock,AAPL,10,4,2,10,19008.206,571740.029,24555,215947,2104.104,21112.31,3203663,190264,102576,214789,2834.883,21059.502,16.83798827,3.324623961,11.37084562,9.966242443,47.75663558,13.46130122,15/11/2021,31/12/2021
Stock,AAPL,10,4,2,10,19505.887,667669.86,26928,208733,2887.26,22393.147,3412838,181158,90351,208038,2614.111,22312.448,18.83901346,2.921486826,12.90069131,12.89349818,43.43004643,11.71593095,16/11/2021,31/12/2021
Stock,AAPL,10,6,3,10,33198.751,782798.98,48712,354676,5135.423,38334.174,4130677,304563,145871,353223,4521.023,38174.591,13.56263565,4.241031459,13.73422504,13.39646186,41.2971409,11.84301621,17/11/2021,31/12/2021
Stock,AAPL,10,7,4,10,46510.23,999841.679,56342,497117,7218.87,53729.1,6287741,439120,211333,495314,6375.443,53442.465,14.31895837,4.651759471,11.33375041,13.43568011,42.66647016,11.92954517,18/11/2021,31/12/2021
Stock,AAPL,10,7,3,10,40537.369,704577.956,52946,457413,6418.94,46956.309,4628860,402583,191160,455425,6015.322,46745.148,11.4979023,5.753425672,11.57509734,13.67002675,41.97398035,12.86833449,19/11/2021,31/12/2021
Stock,AAPL,10,6,3,10,42193.995,864250.114,63079,478489,7068.766,49262.761,5183845,413622,202143,476584,5898.089,49127.269,12.53280773,4.882150933,13.18295718,14.34910642,42.41497826,12.00573352,22/11/2021,31/12/2021
Stock,AAPL,10,6,4,10,34649.646,871879.223,47075,423236,8400.035,43049.681,6025095,375046,193180,422071,5951.642,42946.424,16.06494937,3.974133697,11.12263607,19.51242101,45.76955062,13.8582947,23/11/2021,31/12/2021
Stock,AAPL,10,6,2,10,23679.358,682890.684,30168,285209,2966.756,26646.114,4593974,253938,129378,284077,3878.541,26600.652,18.09092771,3.46751809,10.57750632,11.13391619,45.5432858,14.58062381,24/11/2021,31/12/2021
Stock,AAPL,10,6,2,10,30512.34,490684.915,37204,379147,3599.506,34111.846,4275646,340953,176410,378083,4973.347,33968.249,12.54027975,6.21831629,9.812552915,10.55207039,46.65906692,14.64116387,26/11/2021,31/12/2021
Stock,AAPL,10,5,2,10,29122.518,628923.288,43612,363574,7214.934,36337.452,4228924,318787,172349,362353,4740.799,36161.788,13.26567269,4.630535799,11.9953572,19.85536575,47.56383968,13.10996846,29/11/2021,31/12/2021
Stock,AAPL,10,6,2,10,60031.967,975303.185,65175,731198,7908.161,67940.128,7555827,663715,322375,728730,10144.379,67725.529,11.3841438,6.155210803,8.913454359,11.63989712,44.23792077,14.97866336,30/11/2021,31/12/2021
Stock,AAPL,10,7,2,10,56138.65,796675.476,63493,726508,7762.093,63900.743,6898853,661738,337364,725155,10280.121,63730.405,10.42535414,7.046614549,8.73947706,12.14710915,46.52301922,16.13063812,1/12/2021,31/12/2021
Stock,AAPL,10,7,4,10,47959.881,768082.77,68475,672071,5002.45,52962.331,7729669,599936,347756,668221,10619.705,52664.158,12.88415598,6.244103223,10.18865566,9.445298018,52.04206393,20.16495735,2/12/2021,31/12/2021
Stock,AAPL,10,6,3,10,48643.28,1264622.073,50403,614538,5112.902,53756.182,9444970,561822,287825,612136,8843.166,53516.848,16.81132102,3.846467734,8.201771087,9.511281884,47.01977992,16.52407855,3/12/2021,31/12/2021
Stock,AAPL,10,6,3,10,37189.389,963448.29,44586,485722,6128.904,43318.293,7589888,439104,233900,483582,7188.509,43103.252,17.28494389,3.860029582,9.179324799,14.14853535,48.36821883,16.67741682,6/12/2021,31/12/2021
Stock,AAPL,10,6,2,10,41329.52,944523.508,38485,461708,7193.207,48522.727,6318864,421627,195918,460015,5882.659,48375.241,14.98685805,4.375700515,8.335354813,14.82440795,42.58948078,12.16047482,7/12/2021,31/12/2021
Stock,AAPL,10,7,3,10,40793.067,907419.87,54051,496754,5420.72,46213.787,6478676,440906,234257,494890,7109.06,46111.321,14.69400734,4.495500743,10.8808384,11.72965981,47.33516539,15.41716838,8/12/2021,31/12/2021
Stock,AAPL,10,7,4,10,35466.98,949348.047,35264,425072,3380.249,38847.229,6664667,387760,192005,422941,5864.122,38745.519,17.18760831,3.735930159,8.296006324,8.701390259,45.39758501,15.13496825,9/12/2021,31/12/2021
Stock,AAPL,10,7,3,10,41614.752,860829.53,45972,499167,6619.174,48233.926,7605249,451794,215282,497656,6733.654,48023.229,16.833444,4.834261669,9.209743433,13.72306704,43.25919913,14.02166023,10/12/2021,31/12/2021
Stock,AAPL,10,8,4,10,52391.94,1450489.515,56403,616842,8303.965,60695.905,11562061,558305,275863,614572,8020.229,60462.828,20.70921987,3.612017837,9.143832618,13.6812607,44.8870108,13.26472688,13/12/2021,31/12/2021
Stock,AAPL,10,7,3,10,45926.036,1016239.916,60222,559238,6988.711,52914.747,7737395,497123,250763,557272,7499.424,52761.694,15.56434725,4.519211977,10.76858153,13.20749204,44.99831321,14.21376653,14/12/2021,31/12/2021
Stock,AAPL,10,6,4,10,46795.691,1112150.151,61268,559711,6798.783,53594.474,7963196,496402,250926,557571,7529.297,53411.584,16.041829,4.20767744,10.94636339,12.68560449,45.00341661,14.09674913,15/12/2021,31/12/2021
Stock,AAPL,10,7,4,10,59844.46,1316402.01,67392,717442,7206.155,67050.615,9739343,647103,327202,714316,9218.672,66511.146,15.05068436,4.546062642,9.393372565,10.74733617,45.80633781,13.86034154,16/12/2021,31/12/2021
Stock,AAPL,10,5,3,10,49842.482,1203749.297,55808,609427,10122.241,59964.723,9443134,551886,269744,607617,8685.932,59782.406,17.11066054,4.140603207,9.157454461,16.88032646,44.39375462,14.52924461,17/12/2021,31/12/2021
Stock,AAPL,10,5,2,10,35668.614,1017617.286,42990,449431,5111.451,40780.065,8221238,405014,207199,447971,6147.395,40626.451,20.29865141,3.50511086,9.565428286,12.53419042,46.25277083,15.13150878,20/12/2021,31/12/2021
Stock,AAPL,10,5,2,10,30426.919,855144.502,31792,357574,2977.002,33403.921,6696183,324690,155330,356434,4522.888,33243.008,20.62331147,3.558102628,8.891026753,8.912133399,43.57889539,13.60553173,21/12/2021,31/12/2021
Stock,AAPL,10,6,3,10,29682.896,876752.125,38952,363169,4020.717,33703.613,6387796,323078,158497,361930,4748.611,33584.747,19.77168362,3.385551646,10.72558506,11.929632,43.79216976,14.13918944,22/12/2021,31/12/2021
Stock,AAPL,10,6,2,10,22409.143,656125.323,26155,264036,3575.248,25984.391,4461476,236761,114474,262825,3359.755,25854.574,18.84379606,3.415375419,9.905846173,13.75921414,43.55521735,12.99481863,23/12/2021,31/12/2021
Stock,AAPL,10,6,2,10,25003.256,645596.662,33870,314045,2674.325,27677.581,4676906,279172,146737,312983,4157.888,27570.574,16.75277607,3.872891152,10.78507857,9.662423172,46.88337705,15.08089023,27/12/2021,31/12/2021
Stock,AAPL,10,6,3,10,27955.53,863130.232,29238,331140,2421.337,30376.867,6404033,300481,149752,329588,4244.694,30188.798,21.31260546,3.238854227,8.829498098,7.970989898,45.43612025,14.06049357,28/12/2021,31/12/2021
Stock,AAPL,10,5,2,10,20464.125,644139.62,24607,259138,2424.663,22888.788,4693892,233191,122726,257771,3668.129,22830.617,20.12895867,3.17697039,9.495712709,10.59323456,47.61047597,16.06670989,29/12/2021,31/12/2021
Stock,AAPL,10,5,2,10,22874.86,569374.407,22350,266613,2543.431,25418.291,3995688,243613,120458,265943,3550.986,25375.112,16.4017848,4.017542713,8.382937066,10.00630216,45.29466841,13.99397173,30/12/2021,31/12/2021
Stock,AAPL,10,5,2,10,21078.711,597162.236,26755,261203,2431.018,23509.729,4215654,233362,119700,260069,3726.258,23467.327,18.06486917,3.529813128,10.24299108,10.34047649,46.02624688,15.87849353,31/12/2021,31/12/2021
Stock,AAPL,10,6,2,10,33556.917,718094.26,41462,414386,4154.079,37710.996,5834718,371534,202099,412922,6105.867,37503.928,15.70439852,4.673051836,10.00564691,11.01556427,48.94362616,16.28060666,3/1/2022,31/3/2022
Stock,AAPL,10,6,2,10,35653.589,939915.555,47518,475236,6771.406,42424.995,7074543,425024,237938,472483,7080.648,42241.606,16.64504357,3.793275769,9.998821638,15.96088815,50.35906054,16.76226041,4/1/2022,31/3/2022
Stock,AAPL,10,5,2,10,38055.482,1019761.804,41106,512031,5927.517,43982.999,8291896,468720,273613,509758,7619.025,43733.571,17.69051033,3.731801079,8.028029553,13.47683681,53.67507719,17.42145639,5/1/2022,31/3/2022
Stock,AAPL,10,6,3,10,37422.045,1241203.869,43229,578212,4008.287,41430.332,10616851,532778,344125,575937,9295.784,41297.981,19.92734497,3.014979725,7.476323563,9.674764373,59.75045882,22.50905196,6/1/2022,31/3/2022
Stock,AAPL,10,6,3,10,30078.479,1032101.139,38103,410268,8475.134,38553.613,8518044,370147,210675,408210,5974.22,38445.298,23.0125977,2.914295689,9.287343883,21.98272312,51.60946572,15.5395336,7/1/2022,31/3/2022
Stock,AAPL,10,6,3,10,39253.715,1181975.212,48574,536832,4523.427,43777.142,9159829,485756,288712,534241,8103.226,43559.731,18.856852,3.321026922,9.04826836,10.33285133,54.04152807,18.60256208,10/1/2022,31/3/2022
Stock,AAPL,10,5,3,10,30134.776,1052604.673,30454,372946,3266.476,33401.252,8134904,341100,180433,371490,5405.135,33217.493,23.84902961,2.862876897,8.165793439,9.779501679,48.57008264,16.27195346,11/1/2022,31/3/2022
Stock,AAPL,10,5,2,10,28630.915,1228821.79,31443,376442,2751.982,31382.897,9284604,344055,189837,375461,5249.459,31318.189,26.98581332,2.329948511,8.352681157,8.769050225,50.56104362,16.76169398,12/1/2022,31/3/2022
Stock,AAPL,10,6,3,10,32694.729,1286772.004,38207,420708,3176.507,35871.236,10074657,381071,209882,419237,5644.361,35717.563,26.43774257,2.5408331,9.081595786,8.85530401,50.06285228,15.80276068,13/1/2022,31/3/2022
Stock,AAPL,10,5,3,10,28720.671,1286983.89,37033,407180,4467.488,33188.159,10354875,368487,212708,405469,5727.604,33051.622,28.1010592,2.231626303,9.094994843,13.46109014,52.45974415,17.32926753,14/1/2022,31/3/2022
Stock,AAPL,10,5,2,10,33249.685,1113219.936,40576,445053,5172.901,38422.586,8692199,402113,232677,442606,5942.833,38192.099,21.61630935,2.98680287,9.117116388,13.46317762,52.5697799,15.56037284,18/1/2022,31/3/2022
Stock,AAPL,10,6,2,10,37736.815,1227354.513,42551,497842,5274.693,43011.508,9470986,453602,253072,496056,6326.128,42794.31,20.8795067,3.074646698,8.547089237,12.26344587,51.01682068,14.78263816,19/1/2022,31/3/2022
Stock,AAPL,10,5,2,10,33249.505,965135.508,41845,458541,4959.552,38209.057,7240242,414867,240945,456623,5830.339,37947.871,17.4519593,3.445060795,9.125683418,12.98004293,52.76672441,15.36407405,20/1/2022,31/3/2022
Stock,AAPL,10,6,3,10,49426.408,1419124.65,52837,664205,8523.512,57949.92,11356777,608821,339423,661510,8967.289,57626.275,18.65372088,3.482879957,7.954923555,14.7084103,51.31033545,15.56111166,21/1/2022,31/3/2022
Stock,AAPL,10,6,3,10,67179.003,1481136.042,79007,970944,8154.201,75333.204,12258865,886885,527432,965730,13894.987,74745.374,13.82238396,4.535640285,8.137132523,10.8241792,54.61485094,18.58976182,24/1/2022,31/3/2022
Stock,AAPL,10,6,3,10,45420.943,1322800.489,38223,619635,3584.113,49005.056,10493367,578395,327480,616439,9007.567,48741.507,18.14221596,3.433695661,6.168631533,7.313761666,53.12447785,18.48028006,25/1/2022,31/3/2022
Stock,AAPL,10,6,3,10,45100.783,973663.892,64658,643862,6166.292,51267.075,8127082,576402,346945,640943,9417.686,50955.533,14.09967696,4.632068969,10.04221402,12.02778196,54.13039849,18.48216562,26/1/2022,31/3/2022
Stock,AAPL,10,6,2,10,46399.203,1062359.411,70830,672136,5542.203,51941.406,9868853,598433,367507,669068,10013.63,51652.898,16.49115774,4.367561723,10.53804587,10.67010585,54.92819863,19.38638564,27/1/2022,31/3/2022
Stock,AAPL,10,8,3,10,65110.472,1049327.099,111241,902315,8594.503,73704.975,9848751,787915,493543,898953,14374.648,73390.619,12.4997633,6.204973841,12.32839973,11.66068234,54.90198042,19.58649238,28/1/2022,31/3/2022
Stock,AAPL,10,6,3,10,40768.373,991518.329,57287,530061,5698.247,46466.62,7886114,469559,261534,526697,7299.482,46151.961,16.79472441,4.111711484,10.80762403,12.26309768,49.65549453,15.81619035,31/1/2022,31/3/2022
Stock,AAPL,10,5,2,10,30296.787,848209.336,39034,416346,5476.571,35773.358,6952199,375952,224686,414925,6097.52,35627.528,18.49225167,3.571852574,9.375375289,15.30907722,54.15099114,17.11463114,1/2/2022,31/3/2022
Stock,AAPL,10,5,2,10,29004.042,898453.927,28707,392529,3616.192,32620.234,7408597,362365,204346,391049,5590.908,32527.306,20.44512301,3.228216955,7.313345001,11.08573286,52.2558554,17.18835246,2/2/2022,31/3/2022
Stock,AAPL,10,6,2,10,34072.375,1011444.866,35526,443425,3054.532,37126.907,8435359,405494,223421,440950,6314.59,36857.402,20.80267279,3.36868337,8.011726899,8.227273013,50.66810296,17.13248807,3/2/2022,31/3/2022
Stock,AAPL,10,6,2,10,32298.06,1009139.79,34293,436308,5396.741,37694.801,8518558,399421,224048,433625,6117.755,37495.372,21.32726622,3.200553612,7.859814626,14.31693724,51.66860767,16.31602695,4/2/2022,31/3/2022
Stock,AAPL,10,5,3,10,25271.954,965254.246,28540,342696,2829.475,28101.429,7808929,312469,174584,340956,5033.133,27963.258,24.99105191,2.618165536,8.328080865,10.06879401,51.20426096,17.99909367,7/2/2022,31/3/2022
Stock,AAPL,10,5,2,10,30618.661,1079498.541,32864,396619,2842.717,33461.378,8562390,362689,189781,395510,5578.547,33310.113,23.60807744,2.836378174,8.286037734,8.495516831,47.98386893,16.74730734,8/2/2022,31/3/2022
Stock,AAPL,10,5,2,10,26488.979,821099.177,31431,343803,2783.711,29272.69,6136700,310972,169334,342364,5050.167,29134.451,19.73393103,3.226038917,9.142154082,9.509583848,49.46022362,17.33400434,9/2/2022,31/3/2022
Stock,AAPL,10,5,2,10,37828.728,1322233.04,43024,484801,4360.95,42189.678,10492923,440492,234042,483458,7071.231,42050.711,23.82091616,2.860972828,8.874569153,10.33653303,48.40999632,16.81596062,10/2/2022,31/3/2022
Stock,AAPL,10,6,3,10,40735.38,1410795.572,40647,525376,4346.16,45081.54,11561111,483197,253117,523787,7453.799,44821.478,23.92628886,2.887404866,7.736744731,9.640664449,48.32441431,16.62997146,11/2/2022,31/3/2022
Stock,AAPL,10,5,3,10,35338.794,1108004.064,39603,482734,4374.923,39713.717,8834262,441633,247309,481186,7145.667,39499.939,20.00362745,3.189410143,8.20389697,11.01615092,51.39571808,18.09032414,14/2/2022,31/3/2022
Stock,AAPL,10,5,2,10,26573.282,821569.352,30800,346386,2721.657,29294.939,5706326,314362,171962,345129,5070.386,29072.955,18.15208581,3.234453907,8.891814334,9.290536499,49.82542759,17.44021549,15/2/2022,31/3/2022
Stock,AAPL,10,5,2,10,25880.801,921523.257,26805,343924,2391.178,28271.979,6851866,316030,176796,342803,5289.696,28131.08,21.68106193,2.808480503,7.793873065,8.457766611,51.57364434,18.80374305,16/2/2022,31/3/2022
Stock,AAPL,10,5,2,10,27917.258,837803.142,31022,370275,4081.622,31998.88,5910711,338007,192379,369000,5438.805,31792.693,17.4869485,3.332197816,8.37809736,12.75551519,52.13523035,17.10709124,17/2/2022,31/3/2022
Stock,AAPL,10,5,2,10,31595.966,1160359.662,30941,431296,6306.204,37902.17,8574051,399124,227344,430037,6375.789,37778.039,21.48217346,2.722945914,7.173959415,16.63810806,52.86614873,16.87697183,18/2/2022,31/3/2022
Stock,AAPL,10,5,3,10,39790.232,1255073.596,38901,549779,3590.653,43380.885,10233159,508402,282982,547261,7984.849,43159.74,20.12808565,3.170350498,7.075752257,8.27703953,51.70878246,18.50068837,22/2/2022,31/3/2022
Stock,AAPL,10,6,2,10,38581.953,1255077.784,40155,526836,3782.383,42364.336,9223966,484261,270852,524348,7205.88,42045.467,19.0475095,3.074068675,7.621916498,8.928224439,51.65500774,17.13830411,23/2/2022,31/3/2022
Stock,AAPL,10,6,3,10,58104.571,1564722.563,75928,798759,6788.94,64893.511,11787030,720537,423795,796397,11893.434,64587.693,16.35867416,3.713410439,9.505745788,10.46166234,53.21403772,18.41439669,24/2/2022,31/3/2022
Stock,AAPL,10,6,2,10,42951.82,1261529.168,39031,524525,5065.494,48017.314,9058493,482869,232228,521826,7215.583,47764.208,18.75973194,3.404742521,7.441208713,10.54930728,44.50295692,15.1066736,25/2/2022,31/3/2022
Stock,AAPL,10,5,3,10,38183.198,1190892.979,40974,505824,3953.189,42136.387,9003873,462801,248690,503688,7432.751,41855.889,19.45517188,3.206266111,8.100446005,9.381888865,49.37381871,17.75795755,28/2/2022,31/3/2022
Stock,AAPL,10,5,2,10,37704,1212837.396,34618,490048,3760.822,41464.822,9159851,453229,234636,487707,6829.481,41174.721,20.210205,3.108743194,7.064205955,9.069909911,48.11003328,16.58658719,1/3/2022,31/3/2022
Stock,AAPL,10,5,2,10,35190.191,941228.771,31262,436460,3358.667,38548.858,6802092,402869,203311,434046,6332.7,38253.592,16.88412859,3.738750034,7.162626587,8.712753566,46.84088783,16.55452382,2/3/2022,31/3/2022
Stock,AAPL,10,5,3,10,31749.323,1023577.666,28509,411472,2479.484,34228.807,7485996,381715,201802,410166,5944.592,34089.255,19.61147977,3.101799116,6.928539488,7.243851648,49.20007997,17.43831597,3/3/2022,31/3/2022
Stock,AAPL,10,5,3,10,36895.648,1143884.416,37593,475026,3596.263,40491.911,8801520,435604,227751,473143,7011.224,40249.223,20.2053241,3.225469941,7.913882609,8.881435603,48.13576445,17.41952634,4/3/2022,31/3/2022
Stock,AAPL,10,5,3,10,39160.436,1110602.397,36966,522336,4099.045,43259.481,8897645,482607,266049,519518,7633.782,42933.116,18.43662649,3.526053618,7.07705385,9.475483536,51.21073765,17.78063814,7/3/2022,31/3/2022
Stock,AAPL,10,6,4,10,57267.525,1442586.433,58030,747375,6207.801,63475.326,11755130,686563,367522,744432,10829.66,63042.361,17.12170624,3.969781199,7.764509115,9.779864699,49.36945215,17.17838582,8/3/2022,31/3/2022
Stock,AAPL,10,5,3,10,36022.584,861281.783,36571,462543,3945.609,39968.193,6848198,423409,222531,459892,6661.459,39571.489,16.17395473,4.182438862,7.906508152,9.871872366,48.38766493,16.83398621,9/3/2022,31/3/2022
Stock,AAPL,10,6,3,10,39028.063,967051.566,42914,526881,3960.631,42988.694,7196544,481206,275227,523982,7420.573,42673.304,14.955225,4.035778895,8.144913178,9.213192194,52.52604097,17.38926285,10/3/2022,31/3/2022
Stock,AAPL,10,6,3,10,40050.245,1016539.826,40633,539114,4033.988,44084.233,7876733,495554,279639,535975,7508.78,43726.178,15.89480259,3.939859903,7.536995886,9.150636691,52.17388871,17.17227607,11/3/2022,31/3/2022
Stock,AAPL,10,6,3,10,40920.775,1040586.562,39806,544432,4493.228,45414.003,7551036,502374,281350,542078,7598.224,45114.361,15.03070621,3.932471982,7.311473242,9.893926329,51.90212479,16.84214036,14/3/2022,31/3/2022
Stock,AAPL,10,6,2,10,33123.238,787252.755,33910,414842,3547.747,36670.985,5896680,378725,198179,412508,5696.981,36279.896,15.56981979,4.207446438,8.174196441,9.67453424,48.04246221,15.70285924,15/3/2022,31/3/2022
Stock,AAPL,10,5,2,10,40471.991,1079463.439,39752,519072,5639.584,46111.575,8091993,477233,248918,516918,7008.847,45878.572,16.95606339,3.74926927,7.658282473,12.23030009,48.15425271,15.27695108,16/3/2022,31/3/2022
Stock,AAPL,10,5,2,10,29600.481,876715,29881,380734,2582.799,32183.28,6923813,349924,185596,379739,5268.152,32052.116,19.78661938,3.376294577,7.848261516,8.025282072,48.87462178,16.43620658,17/3/2022,31/3/2022
Stock,AAPL,10,4,2,10,36661.779,997270.654,39769,441092,5655.922,42317.701,7272027,399526,196312,439238,5957.668,42032.903,18.20163644,3.676211553,9.016032936,13.36538107,44.69376511,14.17381997,18/3/2022,31/3/2022
Stock,AAPL,10,6,2,10,31487.709,846811.488,38999,434526,4220.576,35708.285,7550973,393923,213325,432883,6178.972,35545.101,19.16865225,3.718384723,8.975067085,11.81959873,49.28005951,17.38347009,21/3/2022,31/3/2022
Stock,AAPL,10,5,2,10,29698.092,698924.429,33683,379782,3228.953,32927.045,5551913,344581,182123,378217,5291.562,32715.842,16.11206944,4.249113462,8.869035394,9.806385602,48.15304442,16.1743109,22/3/2022,31/3/2022
Stock,AAPL,10,6,2,10,37298.29,851866.845,49196,484350,5308.25,42606.54,6893225,432807,225609,481876,6622.529,42422.659,15.92678723,4.37841785,10.15711779,12.45876807,46.81889117,15.61082958,23/3/2022,31/3/2022
Stock,AAPL,10,6,3,10,31210.875,784594.603,44013,407939,5729.85,36940.725,6172759,362637,198504,406560,5727.597,36692.828,17.0218676,3.977961979,10.78911308,15.51093001,48.82526564,15.6095818,24/3/2022,31/3/2022
