security,ticker,McapRank,TurnRank,VolatilityRank,PriceRank,LitVol,OrderVol,Hidden,TradesForHidden,HiddenVol,TradeVolForHidden,Cancels,LitTrades,OddLots,TradesForOddLots,OddLotVol,TradeVolForOddLots,Cancel_to_Trade,Trade_to_Order_Volume,Hidden_Rate,Hidden_Volume,Oddlot_Rate,Oddlot_Volume,date,qtr
Stock,MSFT,10,3,2,10,11197.091,578807.26,31865,210608,1901.169,13098.26,4872767,177474,143960,209282,3540.103,13055.441,27.45623021,1.934511153,15.13000456,14.51466836,68.78756893,27.11592048,16/9/2022,30/9/2022
Stock,MSFT,10,4,2,10,8973.829,689592.044,26916,175415,1741.228,10715.057,5415384,147072,123161,173902,2930.274,10622.762,36.82131201,1.301324323,15.34418379,16.25029153,70.8220722,27.58485976,19/9/2022,30/9/2022
Stock,MSFT,10,5,2,10,10088.993,595563.628,26859,193149,1917.59,12006.583,4945051,165364,135160,192171,3234.906,11936.555,29.90403595,1.694024371,13.90584471,15.97115516,70.33319283,27.10083437,20/9/2022,30/9/2022
Stock,MSFT,10,5,5,10,11210.84,582780.676,36710,218933,2120.327,13331.167,4752569,181116,152082,217762,3624.456,13288.309,26.2404702,1.923680805,16.76768692,15.90503667,69.83863117,27.27552467,21/9/2022,30/9/2022
Stock,MSFT,10,5,3,10,11395.657,539917.738,30230,216468,2128.659,13524.316,4536798,185269,154401,215437,4004.233,13468.238,24.4876261,2.110628379,13.96511263,15.7394947,71.66874771,29.73093437,22/9/2022,30/9/2022
Stock,MSFT,10,5,3,10,11457.789,741418.598,35241,226216,1979.472,13437.261,6209219,189650,162071,224845,4110.349,13345.244,32.74041128,1.54538732,15.57847367,14.73121643,72.0812115,30.80010377,23/9/2022,30/9/2022
Stock,MSFT,10,4,2,10,9644.048,766212.368,27374,174979,1553.879,11197.927,6563309,145906,120613,173191,3247.431,11077.651,44.98313298,1.258665143,15.64416301,13.87648803,69.64160955,29.31515896,26/9/2022,30/9/2022
Stock,MSFT,10,4,2,10,10138.691,921834.634,29218,193632,1582.064,11720.755,7361790,162268,134692,191413,3388.05,11592.709,45.36809476,1.099838369,15.08944803,13.49797005,70.36721644,29.22569695,27/9/2022,30/9/2022
Stock,MSFT,10,4,3,10,10946.349,540354.186,28122,205181,1650.782,12597.131,5031110,176021,141111,204096,3789.083,12540.195,28.58244187,2.025772962,13.70594743,13.1044283,69.13952258,30.21550303,28/9/2022,30/9/2022
Stock,MSFT,10,5,2,10,10877.57,709023.144,27766,201351,1599.866,12477.436,6111429,172229,136859,199931,3496.192,12373.308,35.48432029,1.534162896,13.78984957,12.82207338,68.45311633,28.25591992,29/9/2022,30/9/2022
Stock,MSFT,10,5,3,10,12216.306,735453.908,36837,220763,2582.816,14799.122,6359612,183274,147673,220070,3978.445,14752.107,34.70002292,1.661056644,16.68622006,17.45249482,67.10274004,26.96865607,30/9/2022,30/9/2022
Stock,MSFT,10,5,2,10,10975.808,485026.937,27057,184037,1435.077,12410.885,3977222,155370,120117,182391,3254.38,12311.298,25.59839094,2.262927512,14.70193494,11.56305131,65.85686794,26.4340933,3/10/2022,31/12/2022
Stock,MSFT,10,5,2,10,11376.077,475052.593,36373,212015,2284.411,13660.488,4200263,173727,143529,209991,3833.152,13525.674,24.177376,2.394698433,17.15586161,16.72276276,68.35007215,28.33982247,4/10/2022,31/12/2022
Stock,MSFT,10,4,2,10,7563.94,519183.899,19039,140191,1175.897,8739.837,4495717,120518,98610,139516,2483.75,8711.205,37.3032825,1.456890326,13.58075768,13.45445001,70.68006537,28.51212892,5/10/2022,31/12/2022
Stock,MSFT,10,4,3,10,8025.594,539722.844,27920,164380,1452.161,9477.755,4734009,136151,118630,164038,3277.953,9452.794,34.77028446,1.486984309,16.98503468,15.32178243,72.3186091,34.67708066,6/10/2022,31/12/2022
Stock,MSFT,10,6,3,10,13205.17,529033.013,41604,247219,2490.602,15695.772,4521123,204163,169389,245698,4297.014,15558.413,22.14467362,2.496095645,16.82880361,15.86798024,68.94195313,27.61858809,7/10/2022,31/12/2022
Stock,MSFT,10,6,3,10,11663.778,548296.937,28724,228665,1481.538,13145.316,4872402,198481,163727,227116,4047.912,13045.517,24.54845552,2.127273967,12.56160759,11.27046318,72.08959298,31.02914204,10/10/2022,31/12/2022
Stock,MSFT,10,5,3,10,11606.501,595412.594,29120,215723,1649.632,13256.133,5362143,184905,146340,213907,3758.996,13124.344,28.99944837,1.949320709,13.49879243,12.44429277,68.41290841,28.64140105,11/10/2022,31/12/2022
Stock,MSFT,10,4,3,10,8053.31,623377.085,23695,155115,1582.19,9635.5,5304565,130535,106690,154187,2826.361,9563.543,40.63710882,1.291884189,15.27576314,16.42042447,69.19519804,29.55349288,12/10/2022,31/12/2022
Stock,MSFT,10,6,4,10,17119.269,698644.809,46463,307753,2796.638,19915.907,6500770,260282,202601,306690,5521.102,19852.484,24.97587232,2.45035371,15.09749702,14.04223267,66.06051714,27.81063569,13/10/2022,31/12/2022
Stock,MSFT,10,5,4,10,11731.983,625538.619,35865,218222,2110.121,13842.104,5901210,181486,144737,217322,3745.189,13789.973,32.51606185,1.875500991,16.4350982,15.24422154,66.60025216,27.15878414,14/10/2022,31/12/2022
Stock,MSFT,10,5,2,10,9672.969,502377.138,27724,182092,1550.112,11223.081,4479542,153100,124896,180775,3155.075,11139.773,29.25892881,1.925439728,15.22527074,13.81182226,69.08919928,28.32261483,17/10/2022,31/12/2022
Stock,MSFT,10,5,3,10,10489.942,504844.727,31963,204288,1714.996,12204.938,5168134,171173,137283,203086,3645.293,12155.497,30.19246026,2.077855118,15.64604872,14.0516568,67.59845583,29.98884373,18/10/2022,31/12/2022
Stock,MSFT,10,4,3,10,7007.314,601967.812,21588,143604,1508.519,8515.833,5138304,120871,97664,142406,2460.247,8453.564,42.51064358,1.164067889,15.03300744,17.71428585,68.58138,29.10307416,19/10/2022,31/12/2022
Stock,MSFT,10,4,2,10,7774.836,274793.918,24976,166141,1967.305,9742.141,3092950,139993,116971,164895,2922.966,9690.405,22.09360468,2.829333363,15.03301413,20.19376439,70.93665666,30.1635071,20/10/2022,31/12/2022
Stock,MSFT,10,5,3,10,9083.714,594426.278,28824,189509,1958.873,11042.587,5507613,159540,134023,188322,3530.81,10959.026,34.52183152,1.528148121,15.20983172,17.73925802,71.16693748,32.2182829,21/10/2022,31/12/2022
Stock,MSFT,10,5,3,10,9608.281,539315.053,29345,196299,1703.958,11312.239,5008971,165522,135765,194810,3518.983,11214.26,30.2616631,1.781571077,14.94913372,15.06295969,69.69098096,31.3795382,24/10/2022,31/12/2022
Stock,MSFT,10,5,2,10,9509.92,295127.973,39623,202563,2218.558,11728.478,2907941,161521,144969,201101,3697.006,11660.933,18.00348562,3.222303838,19.56082799,18.91599234,72.08765745,31.70420412,25/10/2022,31/12/2022
Stock,MSFT,10,8,4,10,24452.264,388018.879,99906,499453,7267.709,31719.973,4261010,396627,334074,496266,8565.88,31454.193,10.74311633,6.301823268,20.00308337,22.91209075,67.31752729,27.23287162,26/10/2022,31/12/2022
Stock,MSFT,10,6,3,10,13613.81,561496.136,43811,273157,2564.984,16178.794,5290250,227922,184849,271620,4416.934,16080.372,23.21079141,2.424559873,16.03876159,15.85398763,68.05426699,27.46785957,27/10/2022,31/12/2022
Stock,MSFT,10,6,3,10,14288.827,390725.165,46890,265980,2764.599,17053.426,3623385,217576,177757,264317,4522.334,16969.383,16.65342225,3.657001975,17.62914505,16.2113994,67.25144429,26.64996129,28/10/2022,31/12/2022
Stock,MSFT,10,4,3,10,9007.882,391298.814,27184,178118,1516.498,10524.38,3773746,149178,120689,176297,3093.883,10414.551,25.29693386,2.302046844,15.26179274,14.40938089,68.45777296,29.70731047,31/10/2022,31/12/2022
Stock,MSFT,10,5,3,10,9661.267,446296.832,39070,205847,2996.937,12658.204,4336254,165683,137612,204588,3498.971,12552.698,26.17199109,2.164762622,18.9801163,23.67584691,67.26298708,27.8742546,1/11/2022,31/12/2022
Stock,MSFT,10,5,4,10,14442.626,543850.114,46968,291316,3039.295,17481.921,5366283,243129,198402,290052,4984.189,17420.982,22.07175203,2.655626179,16.12269838,17.38536057,68.40221753,28.61026434,2/11/2022,31/12/2022
Stock,MSFT,10,6,3,10,12814.168,422997.904,36085,254317,2264.051,15078.219,4346570,217488,171462,253532,4127.597,15028.296,19.98533252,3.029369148,14.18898461,15.01537416,67.62933279,27.46550241,3/11/2022,31/12/2022
Stock,MSFT,10,6,3,10,12357.535,486555.268,35263,238837,2243.072,14600.607,5142308,203167,160081,238402,4360.529,14565.269,25.31074436,2.539800884,14.76446279,15.36286813,67.14750715,29.93785422,4/11/2022,31/12/2022
Stock,MSFT,10,5,4,10,9322.236,388477.578,35200,196143,1967.39,11289.626,3805592,159740,133911,194887,3394.981,11216.694,23.82366345,2.399684442,17.94609035,17.42652945,68.71212549,30.26721599,7/11/2022,31/12/2022
Stock,MSFT,10,4,4,10,9755.033,447668.601,32536,202625,1615.456,11370.489,4426983,168562,142502,201013,3647.111,11258.163,26.26323252,2.17907465,16.05724861,14.20744526,70.89193236,32.39525845,8/11/2022,31/12/2022
Stock,MSFT,10,5,3,10,7916.999,413847.399,28953,173224,1880.001,9797,4238922,143294,124066,172184,3233.96,9750.197,29.58199227,1.913023742,16.71419665,19.18955803,72.05431399,33.16815035,9/11/2022,31/12/2022
Stock,MSFT,10,5,2,10,16238.135,522404.053,51593,309534,3313.383,19551.518,4981255,255042,206116,306423,5159.242,19290.302,19.53111644,3.108347821,16.66795893,16.94693476,67.26518571,26.74526298,10/11/2022,31/12/2022
Stock,MSFT,10,5,3,10,11204.539,410017.449,38325,228444,2317.398,13521.937,4119649,188117,154682,226254,3903.501,13369.125,21.89939772,2.732698091,16.77654042,17.13806239,68.36652612,29.19787944,11/11/2022,31/12/2022
Stock,MSFT,10,5,3,10,9313.671,303518.279,34123,194998,1657.211,10970.882,3519222,160221,136275,194292,3378.962,10914.621,21.96479862,3.068570048,17.49915384,15.10554028,70.13927491,30.95812489,14/11/2022,31/12/2022
Stock,MSFT,10,4,3,10,10386.316,357629.119,50351,238996,2847.777,13234.093,3801594,187206,173887,237474,4047.819,13107.793,20.30700939,2.904214296,21.06771662,21.51849016,73.223595,30.88101101,15/11/2022,31/12/2022
Stock,MSFT,10,4,2,10,7726.796,278390.943,29054,162703,1217.585,8944.381,2683511,132498,118667,161514,2683.204,8869.726,20.25321892,2.775519892,17.85707701,13.61284811,73.47164952,30.25126143,16/11/2022,31/12/2022
Stock,MSFT,10,4,3,10,7802.174,292588.699,32656,166601,1545.017,9347.191,2815353,132958,120016,165571,2888.144,9280.465,21.17475443,2.666601283,19.60132292,16.52921182,72.48612378,31.12068199,17/11/2022,31/12/2022
Stock,MSFT,10,5,3,10,7564.888,313057.857,31715,166940,1813.574,9378.462,3945847,134734,120483,166419,2797.508,9356.986,29.28620096,2.416450452,18.99784354,19.33764833,72.39738251,29.89753324,18/11/2022,31/12/2022
Stock,MSFT,10,5,4,10,7150.991,261490.088,31102,157415,1480.92,8631.911,2887943,125681,114640,156755,2701.485,8607.634,22.97835791,2.734708246,19.75796462,17.15634,73.13323339,31.38475683,21/11/2022,31/12/2022
Stock,MSFT,10,4,2,10,6465.938,236019.766,21134,130079,896.8,7362.738,2303947,107974,93313,129086,2170.214,7321.777,21.33797951,2.739574786,16.24704987,12.18025142,72.28746727,29.64053672,22/11/2022,31/12/2022
Stock,MSFT,10,4,3,10,6598.715,289578.875,27048,141721,1186.048,7784.763,2637204,113933,105712,140957,2554.913,7725.746,23.14697234,2.278728032,19.08538608,15.23550556,74.99592074,33.07011388,23/11/2022,31/12/2022
Stock,MSFT,10,4,2,10,3203.206,103599.945,11512,72539,454.383,3657.589,1056028,60701,54813,72210,1241.455,3642.622,17.39720927,3.091899325,15.87008368,12.42301965,75.90776901,34.08135678,25/11/2022,31/12/2022
Stock,MSFT,10,5,2,10,7547.867,298942.487,25304,159425,1307.469,8855.336,3529937,132995,115320,158239,2715.399,8801.244,26.54187751,2.524855893,15.87204014,14.76475879,72.87710362,30.8524454,28/11/2022,31/12/2022
Stock,MSFT,10,4,3,10,6148.888,415593.553,20871,131365,942.02,7090.908,4859011,110040,95956,130887,2287.164,7062.609,44.15677027,1.479543644,15.88779355,13.28489948,73.31209364,32.3841232,29/11/2022,31/12/2022
Stock,MSFT,10,5,4,10,14355.81,341298.718,65198,315670,3802.857,18158.667,3925381,248809,225984,313930,5616.577,18051.19,15.77668412,4.206230274,20.65384737,20.94237975,71.98547447,31.11471875,30/11/2022,31/12/2022
Stock,MSFT,10,4,3,10,9164.178,282500.534,39703,217584,1963.014,11127.192,3556631,176544,164014,216146,3819.74,11048.389,20.14586166,3.243950682,18.24720568,17.64159367,75.88111739,34.57282324,1/12/2022,31/12/2022
Stock,MSFT,10,4,3,10,7078.415,412700.131,32697,167792,1349.988,8428.403,3863841,133709,125650,166375,2845.966,8325.406,28.89738911,1.715147263,19.4866263,16.01712685,75.52216379,34.18411066,2/12/2022,31/12/2022
Stock,MSFT,10,4,2,10,7461.341,404506.302,30377,164624,1512.172,8973.513,3622445,132414,120713,162742,2702.609,8822.379,27.35696377,1.844554946,18.45235203,16.85150509,74.17446019,30.63356267,5/12/2022,31/12/2022
Stock,MSFT,10,4,2,10,6774.129,296085.618,36789,172471,1901.065,8675.194,3135222,134849,130932,171589,2771.936,8609.142,23.24987208,2.287895321,21.33054253,21.91380389,76.30559069,32.19758717,6/12/2022,31/12/2022
Stock,MSFT,10,4,3,10,5908.529,340720.156,30953,140528,1275.748,7184.277,3374976,108992,103049,139934,2418.239,7126.319,30.96535526,1.734129577,22.02621542,17.75750016,73.64114511,33.93391455,7/12/2022,31/12/2022
Stock,MSFT,10,4,3,10,7190.639,391005.523,22939,148744,1271.524,8462.163,3899140,125150,103158,148075,2421.592,8432.686,31.15573312,1.839012131,15.42179853,15.02599276,69.66604761,28.71673391,8/12/2022,31/12/2022
Stock,MSFT,10,4,3,10,6826.765,436261.411,21518,150898,827.299,7654.064,4310683,128821,111267,150327,2567.365,7617.835,33.46257986,1.564833567,14.25996368,10.80862402,74.01664372,33.70202951,9/12/2022,31/12/2022
Stock,MSFT,10,5,3,10,9163.072,371091.318,33182,195545,1452.382,10615.454,3727859,161611,140021,194780,3284.15,10550.24,23.06686426,2.469222953,16.96898412,13.68176999,71.88674402,31.12867575,12/12/2022,31/12/2022
Stock,MSFT,10,5,4,10,14042.639,568336.849,62357,322650,2462.716,16505.355,6789224,259463,243058,321747,5962.473,16438.161,26.16644377,2.470830288,19.3265148,14.92070907,75.54320631,36.27214139,13/12/2022,31/12/2022
Stock,MSFT,10,5,5,10,13129.66,617375.598,71788,324206,3669.987,16799.647,5758898,250941,243745,322652,5671.206,16674.803,22.94921117,2.126689173,22.14271173,21.84561973,75.54423961,34.01063269,14/12/2022,31/12/2022
Stock,MSFT,10,5,3,10,11098.369,583737.049,38745,241235,2441.686,13540.055,5842970,200803,174887,239392,4078.181,13407.187,29.09802144,1.90126171,16.06110225,18.03305821,73.05465513,30.41787215,15/12/2022,31/12/2022
Stock,MSFT,10,6,3,10,12608.539,435284.703,42955,249988,3329.088,15937.627,4308010,206519,176773,249438,4257.394,15895.063,20.86011457,2.896618906,17.18282478,20.88822884,70.86851242,26.78437953,16/12/2022,31/12/2022
Stock,MSFT,10,4,2,10,9800.809,485270.024,32712,202732,2390.752,12191.561,4795017,168022,138204,200675,3353.879,12037.091,28.53803073,2.019660914,16.13558787,19.60989245,68.86956522,27.86286986,19/12/2022,31/12/2022
Stock,MSFT,10,4,3,10,6952.898,442303.128,22421,152094,3391.838,10344.736,4703171,129082,107901,151491,2552.198,10328.146,36.43552935,1.57197577,14.74154142,32.78805762,71.22601343,24.71109529,20/12/2022,31/12/2022
Stock,MSFT,10,4,3,10,7912.31,405302.016,24353,155432,2018.573,9930.883,3950524,130145,103410,154469,2637.681,9868.663,30.35478889,1.952200998,15.66794483,20.32621873,66.94547126,26.72784551,21/12/2022,31/12/2022
Stock,MSFT,10,5,3,10,11009.384,440028.405,28887,218946,1521.812,12531.196,4791762,189181,152316,218041,3720.973,12488.828,25.32898124,2.501971208,13.19366419,12.14418799,69.85658661,29.79441306,22/12/2022,31/12/2022
Stock,MSFT,10,5,4,10,7410.517,406451.409,24037,161314,1295.558,8706.075,4407598,136799,118102,160815,2753.758,8689.328,32.21951915,1.823223351,14.90075257,14.88108017,73.4396667,31.69126542,23/12/2022,31/12/2022
Stock,MSFT,10,3,3,10,6151.094,414310.96,17342,127393,928.095,7079.189,4012484,109343,90990,126674,2261.83,7027.964,36.69630429,1.484656356,13.61299287,13.11018819,71.83005194,32.1832895,27/12/2022,31/12/2022
Stock,MSFT,10,3,3,10,5671.07,532853.246,16353,117205,834.987,6506.057,4944256,100357,83354,116704,2061.243,6492.985,49.26667796,1.064283655,13.95247643,12.83399454,71.42343022,31.7456917,28/12/2022,31/12/2022
Stock,MSFT,10,4,2,10,6153.129,384362.247,24713,129943,1232.211,7385.34,4245417,104832,91854,129535,2215.64,7355.039,40.4973386,1.600867163,19.01833881,16.68455345,70.91056471,30.12410947,29/12/2022,31/12/2022
Stock,MSFT,10,4,2,10,6959.087,725153.962,21052,149634,967.36,7926.447,9251431,127161,107621,148077,2313.147,7833.056,72.75368234,0.959670272,14.06899502,12.20420701,72.67907913,29.53058168,30/12/2022,31/12/2022
Stock,MSFT,10,4,3,10,8453.128,458478.871,30249,189923,2075.096,10528.224,5254313,159054,139159,189264,3072.809,10494.471,33.03477435,1.843733383,15.92698093,19.709839,73.52639699,29.28026577,3/1/2023,31/3/2023
Stock,MSFT,10,7,4,10,16554.398,430787.205,58627,372917,3157.12,19711.518,5885511,312152,278383,370675,6350.191,19531.2,18.85463172,3.842824905,15.72119265,16.01662541,75.1016389,32.51306115,4/1/2023,31/3/2023
Stock,MSFT,10,6,3,10,13684.695,410295.722,43200,268061,2056.145,15740.84,4582685,223533,187770,266623,4568.745,15632.707,20.50115643,3.335324808,16.11573485,13.06248587,70.42528214,29.22555256,5/1/2023,31/3/2023
Stock,MSFT,10,6,4,10,15222.164,421286.151,59291,304467,3585.843,18808.007,4857639,243903,210399,303122,5020.305,18729.402,19.91627409,3.613260005,19.47370323,19.0655129,69.41066633,26.80440625,6/1/2023,31/3/2023
Stock,MSFT,10,4,3,10,9351.487,403236.823,34392,209931,1533.706,10885.193,4215590,174237,152398,208566,3512.06,10808.704,24.19457406,2.319105416,16.38252569,14.08983745,73.06943605,32.49288721,9/1/2023,31/3/2023
Stock,MSFT,10,5,4,10,7917.989,510152.601,33945,192126,2086.799,10004.788,5398583,157884,148595,191774,3413.568,9980.246,34.19335082,1.552082452,17.66809281,20.85800319,77.4844348,34.20324509,10/1/2023,31/3/2023
Stock,MSFT,10,4,2,10,8983.592,327396.062,36948,198489,1779.149,10762.741,3729124,161003,148176,197892,3605.497,10722.553,23.16182928,2.743952369,18.61463356,16.530631,74.87720575,33.62535956,11/1/2023,31/3/2023
Stock,MSFT,10,4,4,10,10239.115,431236.602,43709,252504,1697.31,11936.425,5340694,207153,196717,250715,4479.853,11809.839,25.78139829,2.374361303,17.31022083,14.21958417,78.46239754,37.93322669,12/1/2023,31/3/2023
Stock,MSFT,10,4,2,10,7274.839,421120.386,30005,174587,1018.421,8293.26,4597094,142837,134179,172790,2943.409,8172.068,32.18419597,1.727496279,17.18627389,12.28010457,77.65437815,36.01792105,13/1/2023,31/3/2023
Stock,MSFT,10,5,3,10,9184.798,524023.231,36149,208783,1430.494,10615.292,5507621,171495,155917,207591,3688.356,10551.097,32.11534447,1.75274634,17.31414914,13.47578569,75.10778406,34.95708551,17/1/2023,31/3/2023
Stock,MSFT,10,5,3,10,9475.663,441760.874,37758,219050,2097.096,11572.759,5526066,180398,163602,218079,3780.384,11535.763,30.63263451,2.14497561,17.23716047,18.12096839,75.01960299,32.77099226,18/1/2023,31/3/2023
Stock,MSFT,10,5,3,10,10263.081,514735.074,34892,224649,1566.604,11829.685,6086804,188145,163621,222931,3946.23,11705.528,32.35166494,1.993856941,15.53178514,13.24298999,73.39535551,33.71253309,19/1/2023,31/3/2023
Stock,MSFT,10,5,2,10,10837.422,486833.539,40506,223303,2894.477,13731.899,5412475,181529,160369,221981,3816.881,13619.436,29.8160349,2.226104229,18.13947865,21.07849031,72.24447137,28.02525009,20/1/2023,31/3/2023
