ticker,sweep_id,sweep_idx,timestamp,timestamp_str,sweep_type,zone_idx,zone_level,zone_level_str,sweep_quality_score,zone_state_at_sweep,zoneid,zone_top,zone_bottom,sweep_low,sweep_high,reversal_price,reversal_distance,candle_body,candle_total_range,wick_ratio,lower_wick,upper_wick,pin_bar_bull,pin_bar_bear,volume,volume_spike,volume_zscore,vol_surge,htf_composite_score,reversal_pattern,mss_confirmed,approach_slope_short_atr,approach_slope_long_atr,slope_gate_pass,slope_gate_reason,slope_min_atr_mult,use_dual_slope_check,zone_age_at_sweep,sweep_freshness,sweep_maturity,zone_side_match,direction,is_first_sweep,is_retest,zone_sweep_count,zone_touch_count_at_sweep,sweep_source,htfproximityscore,htfzonecount,HTF_confluence_score,ltfconfluencescore,ltfzonecount,midas_filtered,zonetype,originalzonetype,inversioncount,zoneside,patternstrength,volumeconfirmation,institutionalscore,compositescore,isdoubletop,isdoublebottom,decayfactor,zonestate,zonelifecyclephase,daysold,sweepmaturity,obtop,obbottom,breach_pending,zone_source,merge_generation,touches_since_inversion,age_since_inversion_days,firsttime_current_polarity,touches_at_inversion,zone_accumulated_touch_count,cutoff_date,outcome,exit_price,forward_bars,max_favourable,max_adverse,sl_price,stop_dist_pct,pnl_r,max_fav_r,max_adv_r,bars_to_resolution,exit_rsi6,label_reject_reason
NVDA,NVDA_0_BEA_20190213_1400_3p87,0,2019-02-13 14:00:00,20190213_1400,BEARISH,6,3.8685714285714283,3.87,50,inverted,2019-01-23>2019-01-23,3.8685714285714283,3.8514285714285714,,3.9,3.86,0.040000000000000036,0.020000000000000018,0.040000000000000036,0.5,0.0,0.020000000000000018,True,True,84177400.0,False,0.35448187568859507,False,0.0,-1,False,0.6363636363636199,0.2799999999999907,True,pass,0.05,False,21,0.0,fading,True,neutral,True,False,1,1,ltf,0.0,0,0.0,0.0,0,False,swinghigh,swinghigh,1,neutral,0.5747411228938171,0.9043406688916638,0.7768644619223598,0.5942328154320987,False,False,0.85,inverted,established,20,exhausted,3.8685714285714283,3.8514285714285714,False,ltf,0,0,0,2019-02-13,20,20,2019-02-13,LOSS,3.8705057142857138,433,6.217616580310875,-25.38860103626943,3.8705057142857138,0.2721687638785984,-1.0,22.84471036170874,-93.28256731031077,2.0,63.76148090669616,
NVDA,NVDA_0_BUL_20190214_1500_3p85,0,2019-02-14 15:00:00,20190214_1500,BULLISH,4,3.8514285714285714,3.85,50,inverted,2019-01-23>2019-01-23,3.8685714285714283,3.8514285714285714,3.85,,3.86,0.009999999999999787,0.009999999999999787,0.020000000000000018,0.5000000000000111,0.0,0.010000000000000231,True,True,86239520.0,False,0.21997153141991807,False,0.0,1,False,-0.1363636363636638,0.04675324675325412,True,pass,0.05,False,22,0.0,fading,True,neutral,True,False,1,4,ltf,0.0,0,0.0,0.0,0,False,swinghigh,swinghigh,1,neutral,0.5747411228938171,0.9786023737356794,0.7768644619223598,0.6077592306070229,False,False,0.8425,inverted,fading,21,exhausted,3.8685714285714283,3.8514285714285714,False,ltf,0,0,0,2019-02-14,23,23,2019-02-14,LOSS,3.8495028571428573,433,25.38860103626943,-6.217616580310875,3.8495028571428573,0.27194670614358907,-1.0,93.35873707131476,-22.863364180730127,50.0,44.50797532162059,
NVDA,NVDA_0_BEA_20190308_1400_3p78,0,2019-03-08 14:00:00,20190308_1400,BEARISH,5,3.7764285714285712,3.78,50,inverted,2019-02-12>2019-02-12,3.7764285714285712,3.763571428571429,,3.78,3.75,0.029999999999999805,0.009999999999999787,0.03999999999999959,0.7500000000000028,0.0,0.029999999999999805,True,True,60645880.0,False,0.2554582496854507,True,0.0,0,False,0.23999999999997682,0.14432989690720893,True,pass,0.05,False,24,0.0,fading,True,neutral,True,False,1,0,ltf,0.0,0,0.0,0.0,0,False,swinghigh,swinghigh,1,neutral,0.5747411228938175,0.8891459922810064,1.0,0.61165997634215,False,False,0.8275,inverted,fading,23,exhausted,3.7764285714285712,3.763571428571429,False,ltf,0,0,0,2019-03-08,113,113,2019-03-08,LOSS,3.7783167857142854,433,11.46666666666667,-29.066666666666663,3.7783167857142854,0.7551142857142779,-1.0,15.185339336839746,-38.49306948175655,2.0,54.12126620542796,
NVDA,NVDA_0_BUL_20190507_1600_4p32,0,2019-05-07 16:00:00,20190507_1600,BULLISH,13,4.319821428571428,4.32,49,tested,2019-04-26>2019-04-26,4.340178571428572,4.319821428571428,4.28,,4.33,0.04999999999999982,0.03000000000000025,0.04999999999999982,0.3999999999999929,0.019999999999999574,0.0,True,True,74422800.0,False,0.9249019031529963,True,0.0,1,False,-0.3700440528634326,-0.44651162790698107,True,pass,0.05,False,11,0.8999999999999999,established,True,neutral,True,False,1,2,ltf,0.0,0,0.0,0.0,0,False,swing,swinglow,0,neutral,0.5747411228938154,0.7,1.0,0.6312406616030338,False,False,0.925,tested,established,10,exhausted,4.340178571428572,4.319821428571428,False,ltf,0,0,0,,0,49,2019-05-07,LOSS,4.317661517857143,431,3.2332563510392536,-23.3256351039261,4.317661517857143,0.2849533982184049,-1.0,11.346614468380888,-81.85771866474803,1.0,33.56644419768597,
NVDA,NVDA_0_BEA_20190509_1300_4p29,0,2019-05-09 13:00:00,20190509_1300,BEARISH,12,4.288678571428572,4.29,60,untested,2019-05-07>2019-05-07,4.288678571428572,4.2713214285714285,,4.29,4.25,0.040000000000000036,0.019999999999999574,0.05999999999999961,0.6666666666666716,0.0,0.040000000000000036,True,True,92804040.0,False,1.0347401290482168,True,0.5275976451920974,0,False,0.7440944881889795,0.7440944881889795,True,pass,0.05,False,1,1.9,forming,True,neutral,True,False,1,0,ltf,0.8857548917748352,1,0.46732219511778417,0.0,0,False,swing,swinglow,0,neutral,0.6646928393703332,0.8546590243805463,0.397076422593081,0.6304566873165509,False,False,0.9925,tested,forming,1,exhausted,4.288357142857143,4.271642857142857,False,ltf,1,0,0,,0,9,2019-05-09,WIN,4.2,431,21.882352941176475,-5.176470588235288,4.290822910714286,0.9605390756302512,1.2248024240589659,22.78132508749685,-5.389130665859462,4.0,18.184455362344664,
NVDA,NVDA_0_BEA_20190606_1600_3p60,0,2019-06-06 16:00:00,20190606_1600,BEARISH,6,3.595464285714286,3.60,41,inverted,2019-05-28>2019-05-28,3.595464285714286,3.584535714285714,,3.62,3.59,0.03000000000000025,0.020000000000000018,0.03000000000000025,0.33333333333333826,0.0,0.010000000000000231,True,True,63649600.0,False,0.13821327168297282,False,0.0,-1,False,0.6325301204819128,0.15953757225433346,True,pass,0.05,False,9,1.1,established,True,neutral,True,False,1,1,ltf,0.0,0,0.0,0.0,0,False,swinghigh,swinglow,1,neutral,0.5747411228938155,0.8445021692599983,0.3661068622990591,0.5630546984995985,False,False,0.94,inverted,established,8,exhausted,3.595464285714286,3.584535714285714,False,ltf,0,0,0,2019-06-06,7,7,2019-06-06,LOSS,3.5972620178571426,431,0.5571030640668528,-24.512534818941504,3.5972620178571426,0.20228461997612132,-1.0,2.754055469627973,-121.17844066363071,1.0,53.07367598920901,
NVDA,NVDA_0_BUL_20190619_1400_3p80,0,2019-06-19 14:00:00,20190619_1400,BULLISH,1,3.804642857142857,3.80,50,inverted,2019-06-11>2019-06-11,3.815357142857143,3.804642857142857,3.8,,3.82,0.020000000000000018,0.009999999999999787,0.07000000000000028,0.8571428571428608,0.010000000000000231,0.050000000000000266,True,True,53970760.0,False,0.24654776737131287,True,0.0,1,False,-0.24137931034482582,-0.09696969696969776,True,pass,0.05,False,8,1.2,established,True,neutral,True,False,1,1,ltf,0.0,0,0.0,0.0,0,False,swinghigh,swinghigh,1,neutral,0.5747411228938153,1.0,1.0,0.731870164182567,False,False,0.9475,inverted,established,7,exhausted,3.815357142857143,3.804642857142857,False,ltf,0,0,0,2019-06-19,8,8,2019-06-19,LOSS,3.802740535714286,431,23.29842931937173,-3.6649214659685785,3.802740535714286,0.4518184367987961,-1.0,51.56591104259651,-8.111491624678084,10.0,70.05234435944314,
NVDA,NVDA_0_BUL_20190731_1500_4p22,0,2019-07-31 15:00:00,20190731_1500,BULLISH,1,4.22475,4.22,75,inverted,2019-07-15>2019-07-17,4.235250000000001,4.22475,4.18,,4.25,0.07000000000000028,0.040000000000000036,0.1299999999999999,0.6923076923076918,0.07000000000000028,0.019999999999999574,True,True,92614280.0,True,2.8153006353286645,True,0.0,0,False,-0.35897435897435603,-0.14213197969544084,True,pass,0.05,False,16,0.3999999999999999,established,True,neutral,True,False,1,0,ltf,0.0,0,0.0,0.0,0,False,swinghigh,swinghigh,1,neutral,0.660035234933658,1.0,1.0,0.7202045398582879,False,False,0.9025,inverted,established,15,exhausted,4.235250000000001,4.22475,False,ltf,1,0,0,2019-07-31,70,70,2019-07-31,LOSS,4.222637625000001,442,22.8235294117647,-13.411764705882348,4.222637625000001,0.6438205882352743,-1.0,35.450139105250535,-20.831525041229693,1.0,39.25209499137112,
NVDA,NVDA_1_BUL_20190731_1500_4p19,1,2019-07-31 15:00:00,20190731_1500,BULLISH,7,4.1935714285714285,4.19,75,inverted,2019-07-11>2019-07-11,4.206428571428572,4.1935714285714285,4.18,,4.25,0.07000000000000028,0.040000000000000036,0.1299999999999999,0.6923076923076918,0.07000000000000028,0.019999999999999574,True,True,92614280.0,True,2.8153006353286645,True,0.0,0,False,-0.35897435897435603,-0.14213197969544084,True,pass,0.05,False,20,0.0,established,True,neutral,True,False,1,0,ltf,0.0,0,0.0,0.0,0,False,swinghigh,swinghigh,1,neutral,0.5747411228938153,1.0,0.5994661992086221,0.5936606070287126,False,False,0.8574999999999999,inverted,established,19,exhausted,4.206428571428572,4.1935714285714285,False,ltf,0,0,0,2019-07-31,82,82,2019-07-31,LOSS,4.191474642857143,442,22.8235294117647,-13.411764705882348,4.191474642857143,1.3770672268907531,-1.0,16.574012485430647,-9.73936816154172,6.0,28.588328466458805,
NVDA,NVDA_0_BUL_20190801_1600_4p12,0,2019-08-01 16:00:00,20190801_1600,BULLISH,13,4.116142857142857,4.12,60,untested,2019-07-11>2019-07-16,4.136535714285714,4.116142857142857,4.1,,4.12,0.020000000000000462,0.009999999999999787,0.03000000000000025,0.6666666666666765,0.010000000000000675,0.009999999999999787,True,True,64060120.0,False,1.0286977990792312,True,0.0,1,False,-1.386792452830184,-1.042359249329759,True,pass,0.05,False,21,0.0,fading,True,neutral,True,False,1,1,ltf,0.0,0,0.0,0.0,0,False,swing,swinglow,0,neutral,0.6382222511350396,1.0,0.37207563661959275,0.590970099864682,False,False,0.8875,tested,established,20,exhausted,4.136535714285714,4.123464285714285,False,ltf,1,0,0,,0,101,2019-08-01,LOSS,4.114084785714286,441,26.69902912621358,-10.679611650485436,4.114084785714286,0.14357316227462133,-1.0,185.96114136669001,-74.38445654667602,1.0,23.08792866505331,
