sweep_id,sweep_idx,timestamp,timestamp_str,sweep_type,zone_idx,zone_level,zone_level_str,sweep_quality_score,zone_state_at_sweep,zone_id,zone_top,zone_bottom,sweep_low,reversal_price,reversal_distance,candle_body,candle_total_range,wick_ratio,lower_wick,upper_wick,pin_bar_bull,pin_bar_bear,volume,volume_spike,volume_zscore,vol_surge,reversal_pattern,mss_confirmed,days_old_at_sweep,sweep_freshness,sweep_maturity,midas_filtered,zone_touch_count,zone_sweep_count,avg_volume,volume_node_score,avg_absorption,volume_confirmation,cancel_to_trade_avg,hidden_rate_avg,hidden_volume_avg,fill_rate_avg,oddlot_rate_avg,oddlot_volume_avg,sweep_high,cutoff_date,outcome,forward_close,forward_pct_move,forward_bars,max_favourable,max_adverse
35_BUL_20221021_0930_206.27,35,2022-10-21 09:30:00,20221021_0930,BULLISH,7,206.26729322160995,206.27,78,active,2022-06-16_to_2022-06-16,211.1193644932338,206.26729322160995,204.09,206.88,2.789999999999992,0.7699999999999818,6.069999999999993,7.883116883117061,2.0200000000000102,3.280000000000001,True,True,23644973.0,False,1.331115157423941,True,1,False,127,0.0,stale,True,0,0,107390700.0,436894800.0,6.827489238693629,1.0,2.9179063124063656,38.307105426,34.827566442,1.8282226118048834,91.398992385,50.781618411,,2022-10-21,WIN,214.5,3.683294663573088,6,3.7606341840680595,-0.11117556071151866
36_BUL_20221024_1230_206.27,36,2022-10-24 12:30:00,20221024_1230,BULLISH,7,206.26729322160995,206.27,62,active,2022-06-16_to_2022-06-16,211.1193644932338,206.26729322160995,205.67,206.32,0.6500000000000057,0.23999999999998067,2.0100000000000193,8.375000000000755,0.410000000000025,1.3600000000000136,True,True,8842775.0,False,-0.4505055972099758,False,1,False,130,0.0,stale,True,0,0,107390700.0,436894800.0,6.827489238693629,1.0,2.9179063124063656,38.307105426,34.827566442,1.8282226118048834,91.398992385,50.781618411,,2022-10-24,WIN,222.41,7.798565335401319,10,8.714618069019009,-0.2714230321830178
37_BUL_20221024_1330_206.27,37,2022-10-24 13:30:00,20221024_1330,BULLISH,7,206.26729322160995,206.27,58,active,2022-06-16_to_2022-06-16,211.1193644932338,206.26729322160995,205.76,207.89,2.1299999999999955,1.589999999999975,2.6299999999999955,1.6540880503144886,0.5400000000000205,0.5,True,False,7756308.0,False,-0.5545539031387708,False,1,False,130,0.0,stale,True,0,0,107390700.0,436894800.0,6.827489238693629,1.0,2.9179063124063656,38.307105426,34.827566442,1.8282226118048834,91.398992385,50.781618411,,2022-10-24,WIN,222.41,6.9844629371302185,9,7.893597575640976,-0.16354803020827122
17_BEA_20221026_1030_230.04,17,2022-10-26 10:30:00,20221026_1030,BEARISH,5,230.0391362326486,230.04,54,active,2022-05-12_to_2022-05-12,230.0391362326486,223.2942072732108,,229.74,0.75,1.9000000000000057,2.980000000000018,1.5684210526315838,0.3300000000000125,0.75,False,True,14607801.0,False,0.21509164182626636,False,0,False,167,0.0,stale,True,0,0,140313000.0,958608900.0,10.019871531114266,1.0,2.6923084615090014,41.013999354,36.774513316,1.85845004829254,91.338461154,52.293841279,230.49,2022-10-26,LOSS,225.09,-2.024027161138681,12,3.020806128667188,-1.7193349003220983
18_BEA_20221027_0930_230.04,18,2022-10-27 09:30:00,20221027_0930,BEARISH,5,230.0391362326486,230.04,78,active,2022-05-12_to_2022-05-12,230.0391362326486,223.2942072732108,,226.03,7.659999999999997,3.1899999999999977,10.009999999999991,3.137931034482758,2.3499999999999943,4.469999999999999,True,True,23789825.0,True,1.8639390658142996,True,0,False,168,0.0,stale,True,0,0,140313000.0,958608900.0,10.019871531114266,1.0,2.6923084615090014,41.013999354,36.774513316,1.85845004829254,91.338461154,52.293841279,233.69,2022-10-27,LOSS,228.52,1.1016236782727997,13,4.260496394283943,-1.2476219970800306
19_BUL_20221028_1030_223.29,19,2022-10-28 10:30:00,20221028_1030,BULLISH,5,223.2942072732108,223.29,62,active,2022-05-12_to_2022-05-12,230.0391362326486,223.2942072732108,219.75,223.59,3.8400000000000034,2.530000000000001,4.349999999999994,1.7193675889328033,1.3100000000000023,0.5099999999999909,True,False,11145643.0,False,0.07620805059239921,False,1,False,169,0.0,stale,True,0,0,140313000.0,958608900.0,10.019871531114266,1.0,2.6923084615090014,41.013999354,36.774513316,1.85845004829254,91.338461154,52.293841279,,2022-10-28,WIN,228.52,2.2049286640726358,5,2.352520237935503,-0.6798157341562727
20_BUL_20221028_1130_223.29,20,2022-10-28 11:30:00,20221028_1130,BULLISH,5,223.2942072732108,223.29,62,active,2022-05-12_to_2022-05-12,230.0391362326486,223.2942072732108,222.07,226.32,4.25,2.5,4.300000000000011,1.7200000000000046,1.75,0.05000000000001137,True,False,8484643.0,False,-0.3045139664345088,False,1,False,169,0.0,stale,True,0,0,140313000.0,958608900.0,10.019871531114266,1.0,2.6923084615090014,41.013999354,36.774513316,1.85845004829254,91.338461154,52.293841279,,2022-10-28,WIN,228.52,0.9720749381406932,4,1.117886178861789,-0.8306822198656749
21_BEA_20221101_1130_230.04,21,2022-11-01 11:30:00,20221101_1130,BEARISH,5,230.0391362326486,230.04,61,active,2022-05-12_to_2022-05-12,230.0391362326486,223.2942072732108,,229.57,1.1400000000000148,0.2400000000000091,2.680000000000007,11.166666666666272,1.539999999999992,0.9000000000000057,True,True,6669828.0,False,-0.3789770687690809,False,0,False,173,0.0,stale,True,0,0,140313000.0,1020163200.0,10.019871531114266,1.0,2.6923084615090014,41.013999354,36.774513316,1.85845004829254,91.338461154,52.293841279,230.71,2022-11-01,LOSS,214.93,-6.377139870192093,11,6.398919719475541,-0.24829028183124677
22_BEA_20221101_1230_230.04,22,2022-11-01 12:30:00,20221101_1230,BEARISH,5,230.0391362326486,230.04,47,active,2022-05-12_to_2022-05-12,230.0391362326486,223.2942072732108,,228.92,1.2199999999999989,0.5500000000000114,1.8599999999999852,3.381818181818085,0.6399999999999864,0.6699999999999875,True,True,5458637.0,False,-0.6110458865026407,False,0,False,173,0.0,stale,True,0,0,140313000.0,1020163200.0,10.019871531114266,1.0,2.6923084615090014,41.013999354,36.774513316,1.85845004829254,91.338461154,52.293841279,230.14,2022-11-01,LOSS,214.93,-6.111305259479286,10,6.133146950899874,-0.1834702079329093
38_BEA_20230209_1330_211.12,38,2023-02-09 13:30:00,20230209_1330,BEARISH,7,211.1193644932338,211.12,51,active,2022-06-16_to_2022-06-16,211.1193644932338,206.26729322160995,,209.65,3.0999999999999943,2.4000000000000057,3.3300000000000125,1.387500000000002,0.2300000000000182,0.6999999999999886,False,True,18693168.0,False,-0.527467989948669,False,0,False,238,0.0,stale,True,0,0,107390700.0,436894800.0,6.827489238693629,1.0,2.9179063124063656,38.307105426,34.827566442,1.8282226118048834,91.398992385,50.781618411,212.75,2023-02-09,LOSS,196.84,-6.110183639399,9,7.994276174576684,-0.7631767231099424
27_BUL_20231116_1530_233.00,27,2023-11-16 15:30:00,20231116_1530,BULLISH,7,232.99825177873885,233.00,55,active,2023-09-27_to_2023-09-27,236.16175188337053,232.99825177873885,232.28,233.47,1.1899999999999977,0.6999999999999886,2.219999999999999,3.1714285714286214,0.4900000000000091,1.0300000000000011,True,True,9974770.0,False,-0.930446931266371,False,1,False,50,0.0,stale,True,0,0,136597200.0,1014417300.0,16.05186149515953,1.0,2.9919552452044194,26.86460421,21.515173822,1.3530013090983235,79.08725195,32.529673826,,2023-11-16,WIN,234.48,0.4326037606544699,7,1.6790165760054772,-2.9682614468668382
30_BUL_20231122_1230_233.00,30,2023-11-22 12:30:00,20231122_1230,BULLISH,8,232.99825177873885,233.00,55,active,2023-09-27_to_2023-09-27,236.16175188337053,232.99825177873885,231.57,234.18,2.6100000000000136,1.7900000000000205,2.6599999999999966,1.4860335195530536,0.8199999999999932,0.04999999999998295,True,False,11010944.0,False,-0.550912708434011,False,1,False,56,0.0,stale,True,0,0,136597200.0,1391220800.0,16.05186149515953,1.0,2.9919552452044194,26.86460421,21.515173822,1.3530013090983235,79.08725195,32.529673826,,2023-11-22,LOSS,234.21,0.012810658467845732,3,0.2732940473140261,-1.1871210180203267
31_BUL_20231122_1430_233.00,31,2023-11-22 14:30:00,20231122_1430,BULLISH,8,232.99825177873885,233.00,60,active,2023-09-27_to_2023-09-27,236.16175188337053,232.99825177873885,231.4,233.08,1.6800000000000068,0.09999999999999432,1.960000000000008,19.600000000001195,1.6800000000000068,0.18000000000000682,True,False,11377377.0,False,-0.5190557174351417,False,1,False,56,0.0,stale,True,0,0,136597200.0,1391220800.0,16.05186149515953,1.0,2.9919552452044194,26.86460421,21.515173822,1.3530013090983235,79.08725195,32.529673826,,2023-11-22,WIN,234.21,0.4848120816886886,1,0.6092328814141014,-0.03003260683028213
32_BUL_20231124_0930_233.00,32,2023-11-24 09:30:00,20231124_0930,BULLISH,8,232.99825177873885,233.00,77,active,2023-09-27_to_2023-09-27,236.16175188337053,232.99825177873885,232.33,235.36,3.030000000000001,1.6100000000000136,4.489999999999981,2.788819875776362,1.4199999999999875,1.4599999999999795,True,True,26995527.0,False,1.0727160601058068,True,1,False,58,0.0,stale,True,0,0,136597200.0,1456346000.0,16.05186149515953,1.0,2.9919552452044194,26.86460421,21.515173822,1.3530013090983235,79.08725195,32.529673826,,2023-11-24,WIN,235.93,0.24218218898708072,3,1.4403467029231756,-0.07647858599592404
33_BUL_20231201_0930_233.00,33,2023-12-01 09:30:00,20231201_0930,BULLISH,8,232.99825177873885,233.00,83,active,2023-09-27_to_2023-09-27,236.16175188337053,232.99825177873885,231.9,233.26,1.3599999999999852,0.12000000000000455,4.430000000000007,36.91666666666532,1.2399999999999807,3.0700000000000216,True,True,37892650.0,True,1.963750455690913,True,1,False,65,0.0,stale,True,0,0,136597200.0,1456346000.0,16.05186149515953,1.0,2.9919552452044194,26.86460421,21.515173822,1.3530013090983235,79.08725195,32.529673826,,2023-12-01,WIN,238.79,2.3707450913144137,6,2.970933722026926,-0.398696733259015
